"","species","weight"
"1572","pgfv",7
"1573","dime",51
"1574","neal",82
"1575","onar",13
"1576","pgfv",8
"1577","dime",45
"1578","pgfv",9
"1579","pgfv",7
"1580","dime",30
"1581","dime",51
"1582","dime",45
"1583","pgfv",6
"1584","pgfv",10
"1585","pgfv",8
"1586","pgfv",7
"1587","pgfv",8
"1588","pgfv",5
"1589","pgfv",7
"1590","pgfv",8
"1591","pgfv",5
"1592","pgfv",7
"1593","pgfv",7
"1594","dime",30
"1595","pgfv",5
"1596","dime",31
"1597","pgfv",8
"1598","dime",27
"1599","pgfv",8
"1600","neal",74
"1601","disp",122
"1602","dime",40
"1603","pgfv",7
"1604","pgfv",6
"1605","pmer",20
"1606","pmer",20
"1607","dime",40
"1608","pmer",22
"1609","pmer",21
"1610","dime",46
"1611","pgfv",6
"1612","dime",45
"1613","pmer",18
"1614","pgfv",7
"1615","dime",40
"1616","pgfv",6
"1617","dime",42
"1618","dime",41
"1619","dime",39
"1620","dior",32
"1621","dime",42
"1622","dime",49
"1623","dime",44
"1624","dime",39
"1625","pgfv",8
"1626","pmer",22
"1627","dime",35
"1628","disp",150
"1629","dime",40
"1630","dime",44
"1631","dime",41
"1632","dime",42
"1633","dime",39
"1634","dime",38
"1635","pmer",19
"1636","dime",40
"1637","pgfv",5
"1638","dime",39
"1639","pgfv",8
"1640","dime",49
"1641","onar",24
"1642","pgfv",7
"1643","dime",40
"1644","spsp",108
"1645","pgfv",7
"1646","dime",41
"1647","onar",20
"1648","pmer",24
"1649","dime",45
"1650","dime",40
"1651","dime",37
"1652","dime",40
"1653","dime",36
"1654","dime",38
"1655","pgfv",6
"1656","pgfv",7
"1657","dime",43
"1658","dime",45
"1659","dime",34
"1660","pgfv",6
"1661","pgfv",6
"1662","dime",38
"1663","dime",39
"1664","nemi",172
"1665","disp",120
"1666","pgfv",6
"1667","dime",51
"1668","dime",47
"1669","dime",38
"1670","disp",130
"1671","pgfv",7
"1672","dime",40
"1673","dime",39
"1674","pgfv",7
"1675","remg",10
"1676","pgfv",7
"1677","pgfv",7
"1678","pgfv",6
"1679","pgfv",7
"1680","onar",17
"1681","dime",38
"1682","dime",42
"1683","dime",42
"1684","pgfv",8
"1685","dime",40
"1686","nemi",158
"1687","dime",41
"1688","pgfv",8
"1689","dime",41
"1690","pgfv",7
"1691","pgfv",6
"1692","dime",44
"1693","pgfv",7
"1694","dime",37
"1695","pgfv",7
"1696","dime",39
"1697","dime",43
"1698","pmer",14
"1699","pmle",15
"1700","pgfv",7
"1701","onar",22
"1702","dime",30
"1703","pgfv",6
"1704","remg",10
"1705","dime",40
"1706","dime",35
"1707","dime",40
"1708","dime",40
"1709","pgfv",7
"1710","dime",43
"1711","dime",45
"1712","pmle",19
"1713","pgfv",7
"1714","pgfv",7
"1715","pmer",22
"1716","pmer",21
"1717","pmer",14
"1718","disp",142
"1719","pgfv",7
"1720","pgfv",7
"1721","neal",200
"1722","pmer",20
"1723","pmer",23
"1724","dime",45
"1725","dime",41
"1726","onar",22
"1727","dime",39
"1728","pgfv",7
"1729","disp",130
"1730","pmer",17
"1731","pgfv",7
"1732","nemi",150
"1733","disp",132
"1734","dime",40
"1735","dime",38
"1736","dime",44
"1737","pgfv",7
"1738","dime",42
"1739","dime",41
"1740","pgfv",6
"1741","pmer",13
"1742","pgfv",7
"1743","dime",39
"1744","pgfv",7
"1745","dime",43
"1746","pmer",15
"1747","dime",44
"1748","dime",40
"1749","pmer",20
"1750","pgfv",7
"1751","pmer",16
"1752","onar",18
"1753","dime",42
"1754","pgfv",7
"1755","remg",12
"1756","nemi",134
"1757","onar",15
"1758","dime",42
"1759","pmer",21
"1760","pgfv",7
"1761","remg",15
"1762","pmer",17
"1763","dime",45
"1764","disp",135
"1765","pmer",21
"1766","pgfv",7
"1767","pmle",12
"1768","dime",44
"1769","dime",46
"1770","disp",132
"1771","pgfv",8
"1772","dime",45
"1773","pgfv",7
"1774","dime",39
"1775","dime",45
"1776","dime",39
"1777","dime",42
"1778","dime",49
"1779","dime",47
"1780","pmer",20
"1781","dime",45
"1782","pmer",19
"1783","dime",52
"1784","dime",46
"1785","dime",46
"1786","disp",145
"1787","disp",162
"1788","dime",44
"1789","dime",49
"1790","dime",47
"1791","pgfv",8
"1792","disp",130
"1793","pmle",17
"1794","pgfv",9
"1795","dime",43
"1796","dime",45
"1797","pgfv",7
"1798","dime",44
"1799","dime",48
"1800","onar",21
"1801","dime",52
"1802","dime",50
"1803","pgfv",9
"1804","dime",42
"1805","dime",45
"1806","dime",43
"1807","dime",45
"1808","pgfv",9
"1809","disp",132
"1810","pgfv",8
"1811","nemi",132
"1812","pgfv",9
"1813","dime",44
"1814","dime",45
"1815","pgfv",9
"1816","pgfv",8
"1817","pgfv",9
"1818","dime",43
"1819","pgfv",9
"1820","pgfv",8
"1821","dime",48
"1822","pgfv",10
"1823","pgfv",9
"1824","disp",126
"1825","disp",130
"1826","pmle",26
"1827","dime",47
"1828","dior",57
"1829","dime",44
"1830","pgfv",8
"1831","pgfv",7
"1832","dime",42
"1833","pgfv",7
"1834","disp",124
"1835","pgfv",9
"1836","pgfv",7
"1837","pgfv",9
"1838","pgfv",11
"1839","pgfv",10
"1840","pmer",26
"1841","pgfv",8
"1842","pgfv",7
"1843","dime",43
"1844","pgfv",8
"1845","pgfv",8
"1846","dime",41
"1847","pgfv",9
"1848","pgfv",7
"1849","disp",148
"1850","pgfv",11
"1851","onar",26
"1852","dime",40
"1853","pmer",24
"1854","dime",39
"1855","dime",57
"1856","dime",47
"1857","pmer",29
"1858","dime",47
"1859","pmer",24
"1860","onar",121
"1861","dime",50
"1862","disp",160
"1863","disp",139
"1864","pmer",25
"1865","dime",38
"1866","dime",51
"1867","neal",156
"1868","dior",62
"1869","dime",45
"1870","onar",22
"1871","dime",42
"1872","onar",21
"1873","dime",49
"1874","dime",45
"1875","pgfv",7
"1876","disp",148
"1877","dime",42
"1878","onar",23
"1879","dime",40
"1880","dime",40
"1881","pgfv",7
"1882","dime",38
"1883","dime",50
"1884","spsp",110
"1885","dime",48
"1886","dime",36
"1887","disp",147
"1888","pgfv",8
"1889","dime",38
"1890","nemi",142
"1891","dime",50
"1892","pgfv",7
"1893","onar",21
"1894","dime",45
"1895","dime",46
"1896","disp",122
"1897","onar",18
"1898","pgfv",8
"1899","onar",15
"1900","dime",49
"1901","pmer",22
"1902","dime",47
"1903","spsp",110
"1904","dime",53
"1905","disp",130
"1906","pmer",11
"1907","dime",39
"1908","dime",43
"1909","pmer",20
"1910","disp",130
"1911","dime",38
"1912","dime",43
"1913","dime",35
"1914","dime",38
"1915","dime",34
"1916","dime",24
"1917","dime",24
"1918","dime",41
"1919","onar",18
"1920","pgfv",7
"1921","pgfv",8
"1922","pmer",24
"1923","onar",28
"1924","dior",49
"1925","dime",39
"1926","dime",41
"1927","pmer",20
"1928","dime",36
"1929","dime",41
"1930","dime",40
"1931","pgfv",7
"1932","dime",40
"1933","dior",40
"1934","pmer",14
"1935","dime",35
"1936","pmer",19
"1937","dime",53
"1938","pmer",19
"1939","pgfv",6
"1940","pmle",24
"1941","remg",12
"1942","dime",45
"1943","spsp",98
"1944","dime",41
"1945","dime",34
"1946","pgfv",8
"1947","onar",16
"1948","onar",12
"1949","pgfv",7
"1950","spsp",118
"1951","disp",104
"1952","pgfv",8
"1953","onar",17
"1954","dime",37
"1955","pgfv",9
