"","species","weight"
"498","PERMAN",18
"499","PERMAN",19.5
"500","PERMAN",23.5
"501","PERMAN",22.7
"502","PERMAN",23
"503","PERMAN",23
"504","PERMAN",23
"505","PERMAN",20.5
"506","PERMAN",24.2
"507","PERMAN",18.8
"508","PERMAN",23.5
"509","PERMAN",18.5
"510","PERMAN",15.3
"511","PERMAN",20
"512","PERMAN",21.2
"513","PERMAN",13.7
"514","PERMAN",15.5
"515","OCHPRI",182
"516","OCHPRI",182
"517","OCHPRI",98
"518","OCHPRI",142
"519","OCHPRI",112
"520","OCHPRI",115
"521","OCHPRI",125
"522","OCHPRI",126
"523","OCHPRI",100
"524","OCHPRI",92
"525","OCHPRI",130
"526","OCHPRI",115
"527","OCHPRI",200
"528","OCHPRI",120
"529","OCHPRI",115
"530","OCHPRI",102
"531","OCHPRI",125
"532","MICLON",20
"533","MICLON",28
"534","MICLON",35
"535","MICLON",30
"536","MICMON",28
"537","OCHPRI",165
"538","OCHPRI",152
"539","OCHPRI",160
"540","OCHPRI",115
"541","OCHPRI",80
"542","OCHPRI",138
"543","OCHPRI",120
"544","PERMAN",23.5
"545","PERMAN",21
"546","PERMAN",17.5
"547","PERMAN",15
"548","PERMAN",18.5
"549","MICLON",25.5
"550","MICLON",43
"551","MICLON",25
"552","MICLON",14.5
"553","MICLON",13
"554","MICLON",12.5
"555","PERMAN",19
"556","PERMAN",15
"557","PERMAN",16.5
"558","PERMAN",19.5
"559","PERMAN",19.5
"560","MICLON",20.5
"561","MICLON",15
"562","MICLON",24
"563","MICLON",9.5
"564","MICLON",11.5
"565","MICMON",17
"566","OCHPRI",140
"567","OCHPRI",70
"568","PERMAN",18.5
"569","PERMAN",20.5
"570","PERMAN",17
"571","PERMAN",17.5
"572","PERMAN",14.5
"573","PERMAN",18
"574","PERMAN",19
"575","MICLON",49
"576","MICLON",15.5
"577","PERMAN",19.5
"578","PERMAN",23.5
"579","PERMAN",17.5
"580","PERMAN",21
"581","PERMAN",22.5
"582","PERMAN",13.5
"583","MICMON",9.5
"584","MICMON",29
"585","OCHPRI",168
"586","PERMAN",19
"587","PERMAN",19.5
"588","PERMAN",15
"589","PERMAN",19.5
"590","PERMAN",19
"591","PERMAN",19.5
"592","PERMAN",23
"593","PHENIN",26.5
"594","MICLON",19
"595","MICMON",17
"596","PERMAN",18.5
"597","PERMAN",22.5
"598","PERMAN",19.5
"599","PERMAN",20.5
"600","PERMAN",16.5
"601","MICLON",27
"602","MICLON",19.5
"603","MICMON",17
"604","PERMAN",20.5
"605","PERMAN",15.5
"606","PERMAN",18
"607","PERMAN",19
"608","PERMAN",17.5
"609","PERMAN",21
"610","PERMAN",21.1
"611","PERMAN",17.8
"612","PERMAN",28.8
"613","PERMAN",21.8
"614","PERMAN",19
"615","PERMAN",14.5
"616","PERMAN",10.5
"617","PERMAN",23.5
"618","MICMON",19.5
"619","PERMAN",23.5
"620","PERMAN",11.6
"621","PERMAN",12.6
"622","PERMAN",18.1
"623","PERMAN",26
"624","PERMAN",20.6
"625","PERMAN",25.3
"626","PERMAN",11
"627","PERMAN",19.5
"628","PERMAN",18.5
"629","PERMAN",20
"630","PERMAN",11.1
"631","PERMAN",12.3
"632","PHENIN",16.5
"633","PERMAN",23.3
"634","PERMAN",18.3
"635","PERMAN",26.3
"636","PERMAN",22
"637","PERMAN",20.5
"638","PERMAN",19.5
"639","PERMAN",19.5
"640","PERMAN",15.5
"641","PERMAN",14.5
"642","CLEGAP",18.1
"643","CLEGAP",15.6
"644","CLEGAP",17.9
"645","CLEGAP",34.6
"646","PERMAN",21
"647","MICMON",25.5
"648","MICMON",21
"649","PERMAN",18
"650","PERMAN",15
"651","PERMAN",15.5
"652","MICMON",21
"653","PERMAN",18
"654","PERMAN",19.5
"655","PERMAN",13.5
"656","PERMAN",13.5
"657","PERMAN",20
"658","PERMAN",15
"659","PERMAN",15.5
"660","PERMAN",17.5
"661","PERMAN",13.5
"662","PERMAN",14.5
"663","PERMAN",23
"664","OCHPRI",122
"665","OCHPRI",158
"666","OCHPRI",133
"667","OCHPRI",148
"668","OCHPRI",143
"669","OCHPRI",158
"670","OCHPRI",150
"671","OCHPRI",165
"672","OCHPRI",143
"673","OCHPRI",162
"674","OCHPRI",156
"675","OCHPRI",172
"676","OCHPRI",170
"677","OCHPRI",110
"678","OCHPRI",140
"679","OCHPRI",162
"680","OCHPRI",134
"681","OCHPRI",158
"682","OCHPRI",165
"683","OCHPRI",125
"684","PERMAN",21.5
"685","PERMAN",14
"686","PERMAN",21
"687","PERMAN",24.5
"688","PERMAN",15
"689","MICLON",21.7
"690","PERMAN",28.6
"691","PERMAN",13.8
"692","PERMAN",24.6
"693","PERMAN",19.3
"694","PERMAN",13.8
"695","PERMAN",15.8
"696","PHENIN",13.1
"697","PERMAN",33.5
"698","PERMAN",15.7
"699","PERMAN",16.7
"700","PERMAN",17
"701","PERMAN",16.3
"702","PERMAN",26.5
"703","PERMAN",17.4
"704","PHENIN",14
"705","PERMAN",24
"706","PERMAN",16
"707","PERMAN",16.3
"708","PERMAN",18.3
"709","PERMAN",28
"710","PERMAN",19.8
"711","PERMAN",14.5
"712","PERMAN",15
"713","PERMAN",25.5
"714","PERMAN",15.7
"715","PERMAN",16
"716","PERMAN",25.8
"717","PERMAN",24.2
"718","PERMAN",14.9
"719","PERMAN",13.8
"720","PERMAN",18.6
"721","PERMAN",15.9
"722","PERMAN",12
"723","PERMAN",27.1
"724","PERMAN",17.4
"725","PERMAN",15.2
"726","PERMAN",15.5
"727","PERMAN",17
"728","PERMAN",14.8
"729","PERMAN",16.1
"730","PERMAN",17.5
"731","PERMAN",11.5
"732","CLEGAP",14
"733","PERMAN",29
"734","PERMAN",15.1
"735","PERMAN",15.1
"736","MICMON",22.5
"737","PERMAN",18
"738","PERMAN",26.8
"739","OCHPRI",160
"740","OCHPRI",160
"741","PERMAN",22
"742","PERMAN",28.5
"743","PERMAN",21.5
"744","PERMAN",18
"745","PERMAN",17.5
"746","PERMAN",31.5
"747","PERMAN",19.5
"748","PERMAN",18
"749","PERMAN",27.5
"750","PERMAN",21
"751","PHENIN",27
"752","PERMAN",16.5
"753","PERMAN",14.5
"754","MICLON",24.5
"755","MICLON",11
"756","MICLON",24.5
"757","OCHPRI",130
"758","OCHPRI",155
"759","OCHPRI",147
"760","OCHPRI",165
"761","OCHPRI",147
"762","OCHPRI",177
"763","OCHPRI",180
"764","OCHPRI",149
"765","OCHPRI",161
"766","PERMAN",21.5
"767","PERMAN",19
"768","PERMAN",21.5
"769","PERMAN",22
"770","PERMAN",22.5
"771","PERMAN",21.5
"772","PERMAN",22.5
"773","OCHPRI",210
"774","OCHPRI",154
"775","OCHPRI",152
"776","OCHPRI",155
"777","OCHPRI",170
"778","OCHPRI",210
"779","OCHPRI",134
"780","OCHPRI",158
"781","OCHPRI",170
"782","OCHPRI",160
"783","OCHPRI",160
"784","OCHPRI",155
"785","OCHPRI",212
"786","OCHPRI",150
"787","OCHPRI",158
"788","OCHPRI",160
"789","OCHPRI",160
"790","OCHPRI",164
"791","OCHPRI",168
"792","OCHPRI",168
"793","OCHPRI",168
"794","OCHPRI",158
"795","OCHPRI",153
"796","SPELAT",194.5
"797","CLEGAP",19
"798","OCHPRI",62
"799","OCHPRI",153
"800","OCHPRI",39
"801","PERMAN",16
"802","PERMAN",23
"803","PERMAN",24
"804","PERMAN",10
"805","PERMAN",21
"806","PERMAN",16
"807","PERMAN",24.5
"808","PERMAN",24.5
"809","PERMAN",7.3
"810","PERMAN",19.5
"811","SORVAG",4
"812","MICMON",33.5
"813","OCHPRI",34
"814","PERMAN",19.5
"815","PERMAN",20.5
"816","PERMAN",18
"817","PERMAN",26.5
"818","PERMAN",24.5
"819","PERMAN",27
"820","PERMAN",19
"821","PERMAN",20.5
"822","PERMAN",25
"823","PERMAN",22
"824","PERMAN",20
"825","PERMAN",16.5
"826","PERMAN",19.5
"827","PERMAN",15
"828","PERMAN",20
"829","OCHPRI",64
"830","OCHPRI",62
"831","OCHPRI",78
"832","OCHPRI",174
"833","OCHPRI",148
"834","OCHPRI",148
"835","OCHPRI",148
"836","OCHPRI",152
"837","OCHPRI",160
"838","OCHPRI",66
"839","OCHPRI",130
"840","OCHPRI",73
"841","OCHPRI",200
"842","OCHPRI",63
"843","OCHPRI",82
"844","OCHPRI",90
"845","OCHPRI",92
"846","OCHPRI",172
"847","OCHPRI",92
"848","OCHPRI",92
"849","OCHPRI",174
"850","OCHPRI",184
"851","OCHPRI",174
"852","OCHPRI",190
"853","OCHPRI",160
"854","OCHPRI",188
"855","OCHPRI",150
"856","OCHPRI",88
"857","OCHPRI",200
"858","OCHPRI",92
"859","OCHPRI",144
"860","OCHPRI",158
"861","PERMAN",15.5
"862","PERMAN",16.5
"863","PERMAN",16
"864","PERMAN",20.5
"865","PERMAN",18.5
"866","PERMAN",20
"867","PERMAN",21
"868","PERMAN",25
"869","PERMAN",12
"870","PERMAN",32
"871","PERMAN",26.5
"872","PERMAN",12.5
"873","PERMAN",17.5
"874","PERMAN",25
"875","PERMAN",26
"876","PERMAN",13
"877","PERMAN",15.1
"878","PERMAN",17.2
"879","PERMAN",16.3
"880","PERMAN",21.6
"881","PERMAN",24.1
"882","PERMAN",21
"883","PERMAN",18
"884","PERMAN",18
"885","PERMAN",18
"886","PERMAN",30.5
"887","PERMAN",25
"888","PERMAN",32
"889","PERMAN",10
"890","PERMAN",20.5
"891","PERMAN",22.5
"892","PERMAN",17
"893","PERMAN",33
"894","PERMAN",25
"895","PERMAN",23
"896","PERMAN",20.5
"897","PERMAN",20
"898","PERMAN",28.5
"899","PERMAN",31.5
"900","PERMAN",23
"901","PERMAN",12.5
"902","PERMAN",10
"903","PERMAN",22.1
"904","PERMAN",13.8
"905","PERMAN",17
"906","PERMAN",16.9
"907","OCHPRI",106
"908","OCHPRI",186
"909","OCHPRI",192
"910","OCHPRI",180
"911","OCHPRI",168
"912","OCHPRI",120
"913","OCHPRI",120
"914","OCHPRI",70
"915","OCHPRI",58
"916","OCHPRI",160
"917","OCHPRI",97
"918","OCHPRI",103
"919","OCHPRI",160
"920","OCHPRI",142
"921","OCHPRI",112
"922","OCHPRI",128
"923","OCHPRI",124
"924","OCHPRI",148
"925","OCHPRI",132
"926","OCHPRI",75
"927","OCHPRI",157
"928","OCHPRI",99
"929","OCHPRI",72
"930","OCHPRI",103
"931","OCHPRI",117
"932","OCHPRI",117
"933","OCHPRI",133
"934","OCHPRI",119
"935","OCHPRI",135
"936","OCHPRI",118
"937","OCHPRI",120
"938","OCHPRI",120
"939","OCHPRI",175
"940","OCHPRI",146
"941","OCHPRI",165
"942","OCHPRI",165
"943","OCHPRI",180
"944","OCHPRI",120
"945","OCHPRI",168
"946","OCHPRI",190
"947","OCHPRI",116
"948","OCHPRI",88
"949","OCHPRI",116
"950","OCHPRI",98
"951","OCHPRI",147
"952","OCHPRI",147
"953","OCHPRI",147
"954","OCHPRI",136
"955","OCHPRI",136
"956","OCHPRI",129
"957","OCHPRI",129
"958","OCHPRI",155
"959","OCHPRI",155
"960","OCHPRI",122
"961","OCHPRI",122
"962","OCHPRI",128
"963","OCHPRI",128
"964","OCHPRI",170
"965","OCHPRI",170
"966","OCHPRI",150
"967","OCHPRI",150
"968","OCHPRI",150
"969","OCHPRI",150
"970","OCHPRI",178
"971","OCHPRI",170
"972","OCHPRI",170
"973","OCHPRI",164
"974","OCHPRI",164
"975","OCHPRI",154
"976","OCHPRI",168
"977","PERMAN",26
"978","PERMAN",11
"979","PERMAN",21
"980","PERMAN",29.5
"981","PERMAN",20
"982","PERMAN",17
"983","PERMAN",13.5
"984","PERMAN",16.5
"985","PERMAN",18.5
"986","PERMAN",17.5
"987","PERMAN",13
"988","PERMAN",17.5
"989","PERMAN",11
"990","PERMAN",16.5
"991","PERMAN",32.5
"992","PERMAN",23.5
"993","PERMAN",29.5
"994","PERMAN",17
"995","PERMAN",12
"996","PERMAN",28
"997","PERMAN",10.5
"998","PERMAN",18
"999","PERMAN",27
"1000","PERMAN",16
"1001","PERMAN",20.5
"1002","PERMAN",13.5
"1003","MICLON",32
"1004","MICLON",18
"1005","OCHPRI",170
"1006","PERMAN",20
"1007","PERMAN",21.5
"1008","PERMAN",17.5
"1009","PERMAN",11.5
"1010","PERMAN",20.5
"1011","MICLON",22.6
"1012","PERMAN",17.9
"1013","PERMAN",15.9
"1014","PERMAN",15
"1015","PERMAN",23.6
"1016","PERMAN",18.3
"1017","PERMAN",16.3
"1018","PERMAN",18
"1019","PERMAN",19.7
"1020","PERMAN",21.7
"1021","PERMAN",13.3
"1022","PERMAN",24.3
"1023","OCHPRI",58
"1024","OCHPRI",53.7
"1025","PERMAN",25.2
"1026","PERMAN",16
"1027","PERMAN",15.6
"1028","PERMAN",15.6
"1029","PERMAN",14.8
"1030","PERMAN",15.5
"1031","PERMAN",24.3
"1032","PERMAN",26.5
"1033","PERMAN",26.2
"1034","PERMAN",15
"1035","PERMAN",19
"1036","PERMAN",15
"1037","PERMAN",14.6
"1038","PERMAN",9.3
"1039","OCHPRI",196
"1040","OCHPRI",74
"1041","OCHPRI",76
"1042","OCHPRI",172
"1043","OCHPRI",186
"1044","OCHPRI",99
"1045","OCHPRI",98
"1046","OCHPRI",163
"1047","OCHPRI",131
"1048","OCHPRI",175
"1049","OCHPRI",95
"1050","PERMAN",16.9
"1051","PERMAN",17.9
"1052","PERMAN",12.8
"1053","PERMAN",19.4
"1054","PERMAN",18
"1055","PERMAN",22.3
"1056","PERMAN",15
"1057","PERMAN",14.8
"1058","PERMAN",15.2
"1059","PERMAN",19.7
"1060","PERMAN",19.8
"1061","PERMAN",22.4
"1062","PERMAN",15
"1063","OCHPRI",209
"1064","PERMAN",21.6
"1065","PERMAN",15.1
"1066","PERMAN",13.4
"1067","PERMAN",20.7
"1068","PERMAN",21.5
"1069","PERMAN",14
"1070","PERMAN",17.4
"1071","OCHPRI",105
"1072","OCHPRI",119
"1073","OCHPRI",202
"1074","OCHPRI",170
"1075","OCHPRI",182
"1076","OCHPRI",190
"1077","OCHPRI",185
"1078","OCHPRI",145
"1079","OCHPRI",158
"1080","OCHPRI",142
"1081","PERMAN",17.4
"1082","PERMAN",17.1
"1083","PERMAN",19
"1084","PERMAN",22.1
"1085","PERMAN",22.9
"1086","PERMAN",16
"1087","PERMAN",24
"1088","PERMAN",20.5
"1089","PERMAN",22
"1090","PERMAN",19.5
"1091","PERMAN",19.5
"1092","PHENIN",42
"1093","PERMAN",18
"1094","PERMAN",22.5
"1095","PERMAN",20.5
"1096","OCHPRI",168
"1097","OCHPRI",170
"1098","OCHPRI",145
"1099","OCHPRI",156
"1100","OCHPRI",150
"1101","OCHPRI",175
"1102","OCHPRI",160
"1103","MICMON",21.5
"1104","PERMAN",22
"1105","PERMAN",19
"1106","PERMAN",22
"1107","PERMAN",24
"1108","OCHPRI",87
"1109","OCHPRI",160
"1110","OCHPRI",158
"1111","OCHPRI",170
"1112","OCHPRI",175
"1113","PERMAN",22
"1114","PERMAN",24.5
"1115","PERMAN",20.5
"1116","PERMAN",24.5
"1117","OCHPRI",175
"1118","OCHPRI",98
"1119","OCHPRI",178
"1120","OCHPRI",152
"1121","OCHPRI",157
"1122","OCHPRI",143
"1123","OCHPRI",170
"1124","OCHPRI",50
"1125","OCHPRI",161
"1126","OCHPRI",190
"1127","OCHPRI",170
"1128","OCHPRI",64
"1129","OCHPRI",129
"1130","PERMAN",20
"1131","PERMAN",16
"1132","PERMAN",20.5
"1133","PERMAN",26
