"","species","weight"
"1596","dior",60
"1597","dior",40
"1598","neal",86
"1599","dior",37
"1600","pmle",28
"1601","dior",55
"1602","dime",43
"1603","dior",52
"1604","neal",210
"1605","dior",42
"1606","dime",34
"1607","onle",40
"1608","onle",52
"1609","dime",31
"1610","dime",37
"1611","onle",27
"1612","pgfl",15
"1613","dime",48
"1614","dime",42
"1615","dime",47
"1616","neal",190
"1617","pgfl",13
"1618","onle",42
"1619","neal",90
"1620","neal",70
"1621","dior",50
"1622","pgfl",14
"1623","onle",38
"1624","pmle",28
"1625","dime",56
"1626","dime",40
"1627","dime",29
"1628","dior",54
"1629","dior",35
"1630","pgfv",7
"1631","pgfl",9
"1632","dior",50
"1633","neal",104
"1634","dior",55
"1635","dior",50
"1636","onle",30
"1637","neal",110
"1638","remg",12
"1639","dime",44
"1640","pgfl",14
"1641","dime",44
"1642","spsp",124
"1643","dior",61
"1644","dior",45
"1645","dior",57
"1646","dior",36
"1647","pgfl",12
"1648","pgfl",9
"1649","dime",45
"1650","pmle",28
"1651","pgfl",10
"1652","neal",180
"1653","neal",125
"1654","dior",52
"1655","dior",50
"1656","dime",44
"1657","dior",50
"1658","dior",47
"1659","onle",25
"1660","remg",16
"1661","dime",47
"1662","dior",54
"1663","neal",98
"1664","dior",52
"1665","pmle",27
"1666","dime",27
"1667","dime",42
"1668","onle",34
"1669","dior",55
"1670","dior",50
"1671","dime",43
"1672","neal",160
"1673","dior",56
"1674","dior",49
"1675","onle",38
"1676","dior",53
"1677","pmle",28
"1678","dior",49
"1679","dior",53
"1680","onle",33
"1681","dior",55
"1682","onle",30
"1683","neal",146
"1684","pgfl",13
"1685","pgfl",10
"1686","neal",142
"1687","dior",51
"1688","neal",100
"1689","pmle",25
"1690","neal",160
"1691","neal",82
"1692","dime",31
"1693","pgfl",9
"1694","pmle",30
"1695","pgfl",13
"1696","pgfl",14
"1697","dime",52
"1698","onle",30
"1699","remg",11
"1700","neal",154
"1701","onle",31
"1702","pgfl",9
"1703","neal",112
"1704","pmle",29
"1705","pmle",14
"1706","pmle",23
"1707","onle",17
"1708","pmle",28
"1709","pgfl",12
"1710","dime",46
"1711","onle",32
"1712","onle",34
"1713","neal",76
"1714","pmle",28
"1715","neal",52
"1716","neal",128
"1717","neal",69
"1718","neal",47
"1719","pgfl",15
"1720","neal",74
"1721","neal",148
"1722","dior",55
"1723","pgfl",16
"1724","dior",53
"1725","onle",22
"1726","pmtr",23
"1727","pgfl",11
"1728","neal",170
"1729","onle",13
"1730","dior",55
"1731","neal",102
"1732","pgfl",8
"1733","dior",52
"1734","pgfl",11
"1735","dior",67
"1736","neal",172
"1737","dior",56
"1738","neal",70
"1739","pgfl",12
"1740","pmle",15
"1741","dior",57
"1742","neal",150
"1743","dime",40
"1744","neal",180
"1745","dior",49
"1746","disp",149
"1747","neal",122
"1748","neal",142
"1749","dime",45
"1750","dior",58
"1751","dime",44
"1752","onle",30
"1753","remg",9
"1754","neal",136
"1755","dior",52
"1756","neal",132
"1757","dior",53
"1758","neal",198
"1759","dior",68
"1760","dior",49
"1761","dior",51
"1762","neal",168
"1763","dime",46
"1764","onle",36
"1765","pgfl",11
"1766","onle",32
"1767","neal",180
"1768","dior",53
"1769","dior",48
"1770","dime",42
"1771","remg",12
"1772","remg",10
"1773","dior",56
"1774","neal",120
"1775","neal",138
"1776","dime",46
"1777","dior",52
"1778","dime",38
"1779","neal",200
"1780","neal",174
"1781","dime",43
"1782","dior",45
"1783","dior",42
"1784","pgfl",11
"1785","dior",61
"1786","pgfl",9
"1787","dior",59
"1788","dior",54
"1789","dior",52
"1790","dior",56
"1791","neal",152
"1792","dior",60
"1793","dime",42
"1794","dior",48
"1795","pgfl",10
"1796","dior",55
"1797","dime",41
"1798","dior",53
"1799","onle",37
"1800","dior",59
"1801","onle",36
"1802","dime",41
"1803","dior",51
"1804","dime",39
"1805","neal",100
"1806","neal",192
"1807","neal",130
"1808","dior",52
"1809","dior",51
"1810","dior",51
"1811","dior",53
"1812","onle",32
"1813","neal",158
"1814","dime",47
"1815","neal",154
"1816","onle",31
"1817","dior",51
"1818","neal",136
"1819","pgfl",13
"1820","dime",39
"1821","dime",42
"1822","dior",46
"1823","dime",30
"1824","onle",32
"1825","neal",146
"1826","spsp",128
"1827","neal",118
"1828","remg",10
"1829","neal",126
"1830","onle",32
"1831","neal",102
"1832","onle",37
"1833","dior",52
"1834","dior",43
"1835","onle",33
"1836","dime",45
"1837","dior",52
"1838","dior",51
"1839","dior",58
"1840","pgfl",10
"1841","dior",48
"1842","neal",128
"1843","neal",132
"1844","dime",48
"1845","neal",114
"1846","dior",55
"1847","neal",172
"1848","pgfl",11
"1849","neal",134
"1850","pgfl",8
"1851","dior",54
"1852","neal",134
"1853","dime",33
"1854","onle",37
"1855","dior",50
"1856","pmtr",28
"1857","disp",132
"1858","dime",49
"1859","dime",49
"1860","dime",48
"1861","pmtr",25
"1862","onle",40
"1863","pgfl",7
"1864","dior",43
"1865","dime",46
"1866","onle",23
"1867","dime",46
"1868","dime",42
"1869","neal",180
"1870","dior",49
"1871","dime",51
"1872","dime",50
"1873","dime",45
"1874","dior",53
"1875","onle",14
"1876","dime",43
"1877","dime",46
"1878","dime",42
"1879","dime",48
"1880","pgfl",12
"1881","dime",46
"1882","onle",27
"1883","onle",40
"1884","dime",36
"1885","dior",42
"1886","dior",46
"1887","neal",120
"1888","onle",22
"1889","dime",40
"1890","dime",44
"1891","neal",28
"1892","dior",47
"1893","neal",134
"1894","onle",15
"1895","neal",25
"1896","remg",10
"1897","neal",134
"1898","neal",142
"1899","dime",44
"1900","pgfl",13
"1901","dime",53
"1902","dior",63
"1903","dime",50
"1904","pmtr",42
"1905","pgfl",13
"1906","dime",38
"1907","pgfl",12
"1908","neal",178
"1909","pgfl",13
"1910","dime",42
"1911","dime",35
"1912","neal",130
"1913","pgfl",12
"1914","spsp",97
"1915","pgfl",12
"1916","pmtr",31
"1917","pgfl",16
"1918","pmtr",32
"1919","spsp",82
"1920","pmtr",33
"1921","pgfl",10
"1922","dior",58
"1923","pmbo",20
"1924","pgfl",13
"1925","pgfl",11
"1926","pgfl",11
"1927","pgfl",11
"1928","dime",44
"1929","dior",59
"1930","dime",30
"1931","pgfl",15
"1932","dime",42
"1933","pgfl",11
"1934","onar",21
"1935","dime",47
"1936","pgfl",11
"1937","spsp",75
"1938","pgfl",10
"1939","pgfl",13
"1940","pmtr",26
"1941","pgfl",14
"1942","pgfl",12
"1943","neal",120
"1944","pgfl",15
"1945","pgfl",10
"1946","neal",158
"1947","dime",19
"1948","pgfl",13
"1949","dime",46
"1950","pgfl",11
"1951","pgfl",10
"1952","pgfl",11
"1953","pgfl",12
"1954","pgfl",12
"1955","dime",40
"1956","pgfl",10
"1957","dime",39
"1958","pgfl",13
"1959","pgfl",11
"1960","dior",63
"1961","pgfl",12
"1962","dior",59
"1963","dime",45
"1964","dime",34
"1965","onar",25
"1966","pgfl",14
"1967","dime",39
"1968","pgfl",11
"1969","neal",86
"1970","dime",53
"1971","pgfl",11
"1972","pgfl",15
"1973","dime",38
"1974","dime",40
"1975","pgfl",14
"1976","neal",170
"1977","neal",75
"1978","dime",42
"1979","dior",51
"1980","neal",94
"1981","dior",40
"1982","dime",41
"1983","pgfl",9
"1984","dior",64
"1985","neal",148
"1986","dior",60
"1987","dior",47
"1988","neal",174
"1989","dime",37
"1990","neal",138
"1991","pgfl",11
"1992","dior",64
"1993","pmtr",18
"1994","dime",36
"1995","dior",57
"1996","dior",58
"1997","neal",94
"1998","dime",46
"1999","dime",49
"2000","dime",28
"2001","disp",128
"2002","pmtr",36
"2003","dime",41
"2004","dime",40
"2005","dior",62
"2006","dior",51
"2007","dior",58
"2008","onle",41
"2009","pgfl",12
"2010","dior",60
"2011","dime",31
"2012","dior",48
"2013","dior",29
"2014","neal",120
"2015","dime",50
"2016","dior",50
"2017","neal",112
"2018","dime",31
"2019","neal",188
"2020","onle",27
"2021","dior",54
"2022","dior",50
"2023","neal",144
"2024","dior",52
"2025","pgfl",10
"2026","neal",148
"2027","dior",60
"2028","onle",47
"2029","dime",40
"2030","dime",52
"2031","dime",43
"2032","pgfl",11
"2033","dime",42
"2034","dime",50
"2035","onle",39
"2036","pgfl",13
"2037","dior",57
"2038","pmle",27
"2039","dime",36
"2040","dime",39
"2041","dime",30
"2042","dior",54
"2043","dime",42
"2044","dior",56
"2045","neal",205
"2046","dior",53
"2047","dior",49
"2048","dior",57
"2049","dime",37
"2050","dior",45
"2051","pgfl",15
"2052","pgfl",14
"2053","onle",37
"2054","neal",150
"2055","dime",45
"2056","dior",38
"2057","dior",51
"2058","dime",50
"2059","dior",50
"2060","dior",50
"2061","dior",58
"2062","dime",36
"2063","neal",140
"2064","dior",49
"2065","dior",55
"2066","dior",44
"2067","dime",43
"2068","dime",42
"2069","dime",28
"2070","dior",49
"2071","pmle",23
"2072","dior",48
"2073","dime",35
"2074","dime",50
"2075","dime",52
"2076","neal",170
"2077","pgfv",11
"2078","pgfl",13
"2079","pgfl",10
"2080","onle",16
"2081","dior",52
"2082","dior",43
"2083","dior",46
"2084","dior",61
"2085","dior",49
"2086","dior",50
"2087","neal",82
"2088","dior",49
"2089","dior",58
"2090","neal",188
"2091","neal",152
"2092","dior",54
"2093","neal",74
"2094","neal",72
"2095","dime",36
"2096","pgfl",9
"2097","pmle",21
"2098","dior",55
"2099","pgfl",12
"2100","pgfl",9
"2101","pmtr",26
"2102","remg",14
"2103","dime",39
"2104","neal",174
"2105","onle",34
"2106","neal",172
"2107","pgfl",11
"2108","neal",160
"2109","onle",35
"2110","pgfl",11
"2111","neal",174
"2112","pgfl",12
"2113","dior",48
"2114","dior",30
"2115","pgfl",12
"2116","dior",49
"2117","neal",148
"2118","dior",51
"2119","neal",114
"2120","pgfl",16
"2121","neal",172
"2122","dior",59
"2123","pgfl",14
"2124","pgfl",13
"2125","dior",39
"2126","dior",49
"2127","pgfl",8
"2128","dior",49
"2129","pmle",25
"2130","dime",49
"2131","pgfl",7
"2132","neal",130
"2133","dior",64
"2134","dior",59
"2135","dime",49
"2136","pmbo",11
"2137","dior",42
"2138","neal",77
"2139","pgfl",13
"2140","dime",51
"2141","neal",214
"2142","onle",32
"2143","pgfl",16
"2144","pgfl",10
"2145","dior",28
"2146","pgfl",14
"2147","spsp",56
"2148","pmtr",26
"2149","neal",130
"2150","pgfl",15
"2151","neal",68
"2152","neal",60
"2153","neal",170
"2154","pgfl",15
"2155","dior",33
"2156","pgfl",7
"2157","pgfl",11
"2158","pgfl",13
"2159","dior",55
"2160","neal",100
"2161","pgfl",10
"2162","pgfl",12
"2163","pgfl",13
"2164","pgfl",11
"2165","dior",29
"2166","dime",43
"2167","dior",47
"2168","dior",62
"2169","neal",147
"2170","dime",45
"2171","disp",130
"2172","dime",40
"2173","pgfl",10
"2174","onle",36
"2175","onle",31
"2176","dime",39
"2177","disp",132
"2178","dime",46
"2179","pgfl",11
"2180","dime",46
"2181","disp",136
"2182","disp",130
"2183","dime",45
"2184","dior",50
"2185","dior",55
"2186","dime",39
"2187","dime",35
"2188","neal",146
"2189","dior",60
"2190","pgfl",11
"2191","neal",180
"2192","dior",65
"2193","neal",162
"2194","dior",60
"2195","dime",40
"2196","dior",66
"2197","neal",168
"2198","dior",59
"2199","dior",65
"2200","dime",40
"2201","pgfl",12
"2202","dior",58
"2203","neal",168
"2204","onle",37
"2205","dime",40
"2206","dior",60
"2207","neal",190
"2208","dime",49
"2209","neal",152
"2210","dime",46
"2211","dior",56
"2212","dior",55
"2213","pgfl",11
"2214","neal",220
"2215","neal",148
"2216","dime",51
"2217","dior",59
"2218","dior",53
"2219","dime",35
"2220","pgfl",10
"2221","neal",154
"2222","dior",45
"2223","pgfl",13
"2224","pgfl",12
"2225","pgfl",12
"2226","dime",55
"2227","neal",194
"2228","pgfl",11
"2229","dior",54
"2230","dime",41
"2231","dime",40
"2232","dior",55
"2233","dior",55
"2234","pgfl",12
"2235","dime",42
"2236","dior",50
"2237","pgfl",11
"2238","dior",58
"2239","dior",62
"2240","onle",37
"2241","pgfl",14
"2242","pgfl",13
"2243","dime",39
"2244","dior",60
"2245","onle",46
"2246","dime",41
"2247","remg",8
"2248","dior",55
"2249","onle",36
"2250","dior",58
"2251","neal",200
"2252","dime",45
"2253","pgfl",11
"2254","pgfl",12
"2255","dime",41
"2256","pgfl",9
"2257","dior",59
"2258","neal",184
"2259","dior",51
"2260","dior",45
"2261","dior",65
"2262","pgfl",13
"2263","dior",50
"2264","dior",51
"2265","dior",52
"2266","dime",42
"2267","neal",174
"2268","pmle",29
"2269","dior",52
"2270","dior",53
"2271","dime",46
"2272","pgfl",12
"2273","dior",59
"2274","dior",61
"2275","dior",59
"2276","neal",144
"2277","onle",36
"2278","neal",142
"2279","pgfl",10
"2280","neal",222
"2281","pgfl",10
"2282","neal",108
"2283","dime",50
"2284","pgfl",12
"2285","onle",25
"2286","onle",37
"2287","dior",34
"2288","dior",51
"2289","neal",134
"2290","dime",44
"2291","pgfl",13
"2292","neal",144
"2293","neal",168
"2294","pgfl",10
"2295","neal",108
"2296","pgfl",12
"2297","dior",31
"2298","dior",52
"2299","dior",53
"2300","dime",44
"2301","dior",43
"2302","neal",154
"2303","neal",184
"2304","neal",148
"2305","dior",31
"2306","onle",26
"2307","neal",138
"2308","onle",26
"2309","neal",168
"2310","dior",51
"2311","dior",50
"2312","dime",40
"2313","dior",54
"2314","onle",33
"2315","dior",51
"2316","onle",40
"2317","pgfl",11
"2318","disp",136
"2319","dime",51
"2320","neal",180
"2321","pmtr",31
"2322","disp",139
"2323","dime",56
"2324","dime",44
"2325","neal",100
"2326","disp",96
"2327","pmle",33
"2328","neal",194
"2329","neal",126
"2330","neal",110
"2331","neal",96
"2332","pmle",29
"2333","dior",74
"2334","neal",200
"2335","pgfv",16
"2336","pmle",136
"2337","pgfv",8
"2338","dime",46
"2339","neal",112
"2340","dior",58
"2341","neal",90
"2342","pmle",28
"2343","dior",69
"2344","neal",168
"2345","neal",65
"2346","neal",230
"2347","neal",154
"2348","neal",148
"2349","dior",59
"2350","pmle",25
"2351","onle",55
"2352","dior",60
"2353","neal",57
"2354","neal",210
"2355","neal",106
"2356","onle",37
"2357","pgfv",10
"2358","neal",98
"2359","pmle",15
"2360","onle",33
"2361","neal",102
"2362","onle",18
"2363","neal",110
"2364","onle",35
"2365","neal",168
"2366","dior",58
"2367","dior",60
"2368","dime",47
"2369","neal",91
"2370","neal",194
"2371","neal",142
"2372","onle",35
"2373","dior",55
"2374","dior",29
"2375","dior",53
"2376","pmle",34
"2377","onle",21
"2378","pgfl",14
"2379","onle",27
"2380","neal",88
"2381","dior",53
"2382","dior",53
"2383","dior",54
"2384","dime",84
"2385","onle",38
"2386","dior",48
"2387","dior",56
"2388","neal",140
"2389","neal",168
"2390","dior",80
"2391","dior",53
"2392","dior",53
"2393","dime",53
"2394","dior",54
"2395","onle",19
"2396","neal",69
"2397","dime",48
"2398","pgfv",12
"2399","dime",47
"2400","disp",134
"2401","neal",192
"2402","neal",132
"2403","pmle",33
"2404","neal",200
"2405","onle",19
"2406","neal",147
"2407","dior",53
"2408","neal",152
"2409","dime",44
"2410","neal",122
"2411","pgfv",14
"2412","dime",41
"2413","neal",168
"2414","dime",46
"2415","neal",170
"2416","dior",52
"2417","dior",63
"2418","neal",112
"2419","pgfv",9
"2420","onle",28
"2421","neal",42
"2422","neal",43
"2423","dior",52
"2424","pmle",29
"2425","dior",30
"2426","neal",77
"2427","neal",168
"2428","dior",70
"2429","pgfl",12
"2430","pgfl",14
"2431","neal",62
"2432","dime",50
"2433","dior",54
"2434","neal",130
"2435","dime",49
"2436","neal",178
"2437","pmle",26
"2438","onar",36
"2439","onar",43
"2440","onle",29
"2441","dior",31
"2442","pgfl",14
"2443","neal",112
"2444","dior",57
"2445","neal",48
"2446","pgfl",13
"2447","neal",119
"2448","neal",112
"2449","dior",24
"2450","dime",42
"2451","dime",43
"2452","dior",50
"2453","pmle",17
"2454","dime",52
"2455","neal",155
"2456","dime",52
"2457","dime",54
"2458","dime",39
"2459","disp",142
"2460","neal",181
"2461","pmtr",32
"2462","dime",41
"2463","neal",134
"2464","dime",39
"2465","dime",50
"2466","neal",160
"2467","disp",138
"2468","dime",44
"2469","neal",84
"2470","neal",140
"2471","dior",53
"2472","dior",55
"2473","neal",92
"2474","dior",53
"2475","pgfl",13
"2476","dime",37
"2477","dior",58
"2478","dior",61
"2479","onle",38
"2480","dior",58
"2481","dior",54
"2482","dior",49
"2483","neal",172
"2484","pgfl",10
"2485","pmle",23
"2486","neal",169
"2487","dior",49
"2488","pmle",21
"2489","onle",38
"2490","onle",39
"2491","pmer",17
"2492","neal",142
"2493","neal",188
"2494","neal",172
"2495","dior",26
"2496","remg",13
"2497","dime",36
"2498","disp",142
"2499","dime",40
"2500","dime",142
"2501","dime",46
"2502","dior",55
"2503","dime",43
"2504","dior",47
"2505","neal",194
"2506","dime",40
"2507","neal",102
"2508","dior",51
"2509","dior",48
"2510","neal",160
"2511","pgfl",10
"2512","dior",56
"2513","neal",168
"2514","pmle",26
"2515","neal",156
"2516","onle",38
"2517","dior",56
"2518","onle",33
"2519","neal",184
"2520","dior",51
"2521","neal",128
"2522","neal",102
"2523","dior",49
"2524","pmle",26
"2525","dime",43
"2526","neal",150
"2527","dime",39
"2528","onle",28
"2529","neal",152
"2530","neal",88
"2531","dime",41
"2532","neal",158
"2533","dior",49
"2534","onle",34
"2535","dior",44
"2536","dior",50
"2537","dior",57
"2538","dior",51
"2539","remg",13
"2540","dior",57
"2541","neal",120
"2542","dior",51
"2543","dime",41
"2544","dior",44
"2545","dior",55
"2546","dior",48
"2547","neal",83
"2548","remg",8
"2549","dior",56
"2550","dime",38
"2551","dior",55
"2552","dime",41
"2553","dior",51
"2554","pgfl",10
"2555","dior",50
"2556","pgfl",9
"2557","dior",23
"2558","dior",51
"2559","dior",51
"2560","neal",168
"2561","dior",59
"2562","dime",37
"2563","neal",170
"2564","pmle",17
"2565","dior",48
"2566","dior",46
"2567","dior",47
"2568","neal",182
"2569","dior",52
"2570","neal",164
"2571","dior",57
"2572","dior",45
"2573","dior",48
"2574","neal",214
"2575","spsp",98
"2576","neal",67
"2577","pmle",19
"2578","pgfl",11
"2579","neal",172
"2580","pgfl",10
"2581","dior",64
"2582","neal",100
"2583","dior",50
"2584","pgfl",12
"2585","pmle",18
"2586","pgfl",11
"2587","dior",53
"2588","neal",148
"2589","dior",51
"2590","neal",120
"2591","dime",38
"2592","dior",50
"2593","neal",144
"2594","neal",92
"2595","dior",48
"2596","dior",53
"2597","onle",45
"2598","dime",36
"2599","neal",162
"2600","dior",49
"2601","neal",186
"2602","dime",49
"2603","dior",49
"2604","onle",40
"2605","neal",96
"2606","dior",47
"2607","dime",35
"2608","neal",194
"2609","neal",220
"2610","dior",49
"2611","onle",31
"2612","onle",36
"2613","neal",184
"2614","dior",48
"2615","onle",28
"2616","neal",72
"2617","dime",40
"2618","neal",130
"2619","dior",50
"2620","dime",37
"2621","pgfl",12
"2622","onle",30
"2623","pgfl",11
"2624","pmle",21
"2625","dior",40
"2626","dior",49
"2627","neal",91
"2628","dime",43
"2629","pmle",20
"2630","pmtr",34
"2631","pgfl",14
"2632","neal",222
"2633","pmle",18
"2634","dior",57
"2635","neal",114
"2636","neal",55
"2637","dime",40
"2638","neal",164
"2639","dior",12
"2640","dior",45
"2641","neal",164
"2642","pgfl",11
"2643","neal",130
"2644","pgfl",12
"2645","pgfl",11
"2646","pgfl",12
"2647","dime",28
"2648","dior",47
"2649","onle",20
"2650","remg",12
"2651","pmle",16
"2652","remg",10
"2653","dior",51
"2654","pmle",24
"2655","pgfl",10
"2656","neal",72
"2657","neal",172
"2658","dior",26
"2659","dior",31
"2660","pgfl",10
"2661","dior",32
"2662","neal",184
"2663","dior",52
