"","species","weight"
"1400","onle",13
"1401","dior",60
"1402","dime",43
"1403","dior",54
"1404","neal",173
"1405","dior",58
"1406","dime",42
"1407","neal",164
"1408","dior",68
"1409","dior",60
"1410","onar",38
"1411","dior",58
"1412","dior",56
"1413","dior",63
"1414","dior",48
"1415","pgfl",11.5
"1416","dime",46
"1417","dior",51
"1418","onar",33
"1419","dior",52
"1420","dime",43
"1421","dior",55
"1422","pgfl",12
"1423","pgfl",11.5
"1424","dior",57
"1425","dior",60
"1426","dime",47
"1427","dime",53
"1428","dior",63
"1429","dior",58
"1430","dior",57
"1431","pgfl",11
"1432","dior",59
"1433","dior",56
"1434","dior",62
"1435","dior",61
"1436","neal",153
"1437","pgfl",10
"1438","dior",54.5
"1439","onar",45
"1440","neal",149
"1441","dior",58
"1442","disp",129
"1443","pgfl",14
"1444","dime",45
"1445","neal",165
"1446","pgfv",9
"1447","dime",56
"1448","spsp",88
"1449","dior",51
"1450","dime",42
"1451","dior",63
"1452","dior",65
"1453","pgfl",18
"1454","neal",175
"1455","pgfv",10
"1456","neal",77
"1457","pgfl",12
"1458","pgfl",14
"1459","dime",45
"1460","dime",50
"1461","neal",155
"1462","dime",43
"1463","pgfl",12
"1464","neal",150
"1465","dior",59
"1466","dior",57
"1467","dime",45
"1468","dime",62
"1469","pgfl",11
"1470","dime",47
"1471","neal",195
"1472","neal",180
"1473","dime",41
"1474","pgfl",13
"1475","dior",62
"1476","dior",55
"1477","pgfv",9
"1478","onle",11
"1479","dior",68
"1480","dior",54
"1481","dime",37
"1482","onar",39
"1483","onar",31
"1484","dior",53
"1485","pgfl",12
"1486","onar",37
"1487","dior",61
"1488","neal",217
"1489","pmle",22
"1490","dior",63
"1491","dior",52
"1492","pgfl",13.5
"1493","dime",41
"1494","dime",44
"1495","dior",64
"1496","dior",53
"1497","dior",54
"1498","onar",32
"1499","pgfl",10
"1500","neal",144
"1501","disp",117
"1502","dime",43
"1503","dime",38
"1504","pmle",27
"1505","pgfv",10
"1506","neal",155
"1507","dime",46
"1508","dime",53
"1509","dior",53
"1510","neal",194
"1511","pgfl",16
"1512","neal",231
"1513","neal",161
"1514","dior",53
"1515","neal",106
"1516","dior",55
"1517","pgfv",7
"1518","neal",158
"1519","neal",85
"1520","pgfl",14
"1521","dime",42
"1522","dime",50
"1523","neal",155
"1524","dime",43
"1525","pgfl",11.5
"1526","neal",156
"1527","dior",59
"1528","dior",54
"1529","dior",50
"1530","dior",30
"1531","dime",27
"1532","neal",148
"1533","neal",183
"1534","dior",52
"1535","dime",40
"1536","dior",57
"1537","onle",46
"1538","neal",175
"1539","dior",50
"1540","pgfl",12
"1541","dime",38
"1542","dior",48
"1543","neal",162
"1544","onar",30
"1545","onar",35
"1546","pgfv",7
"1547","spsp",119
"1548","onar",28
"1549","dior",52
"1550","neal",156
"1551","dior",50
"1552","dime",36
"1553","pgfl",11
"1554","dior",59
"1555","dior",51
"1556","dime",42
"1557","pmle",21
"1558","dior",53
"1559","neal",78
"1560","dior",56
"1561","dime",39
"1562","pgfl",10
"1563","onar",38
"1564","pgfl",10
"1565","dior",57
"1566","pgfv",11
"1567","onar",37
"1568","neal",124
"1569","pgfl",12
"1570","dior",54
"1571","dior",56
"1572","neal",131
"1573","neal",144
"1574","neal",220
"1575","dime",46
"1576","pgfl",7
"1577","pmtr",26
"1578","dime",45
"1579","neal",150
"1580","dime",50
"1581","neal",60
"1582","dime",35
"1583","neal",215
"1584","dior",49
"1585","pgfl",13
"1586","pmtr",30
"1587","pgfl",13
"1588","dior",52
"1589","dime",46
"1590","dior",50
"1591","dior",42
"1592","pgfl",9
"1593","pgfl",9
"1594","neal",164
"1595","neal",85
