"","species","weight"
"1556","pgfl",12
"1557","pgfl",12
"1558","dime",47
"1559","pmle",22
"1560","dime",45
"1561","pgfl",13
"1562","dime",54
"1563","onle",38
"1564","pgfv",9
"1565","disp",79
"1566","pgfv",7
"1567","dime",42
"1568","pgfv",8
"1569","dime",39
"1570","pgfv",8
"1571","dime",53
"1572","dime",42
"1573","dime",29
"1574","pgfv",10
"1575","dime",37
"1576","dime",49
"1577","pgfv",8
"1578","pgfv",9
"1579","remg",9
"1580","pgfv",7
"1581","dime",52
"1582","pmtr",20
"1583","dime",41
"1584","pgfv",6
"1585","pgfl",11
"1586","dime",32
"1587","pgfv",7
"1588","dime",41
"1589","dime",26
"1590","dime",36
"1591","dime",41
"1592","pgfv",9
"1593","pmle",29
"1594","pmle",16
"1595","dime",42
"1596","disp",128
"1597","disp",127
"1598","disp",80
"1599","pgfv",6
"1600","pgfv",8
"1601","neal",150
"1602","pgfv",7
"1603","pgfl",14
"1604","dime",30
"1605","pgfv",9
"1606","pgfl",12
"1607","remg",12
"1608","pgfv",7
"1609","pgfv",6
"1610","dime",50
"1611","dime",34
"1612","dime",45
"1613","dime",50
"1614","dime",45
"1615","dime",45
"1616","dime",52
"1617","pgfv",7
"1618","dime",45
"1619","remg",8
"1620","dime",47
"1621","dime",44
"1622","dime",43
"1623","dime",53
"1624","dime",41
"1625","pgfv",8
"1626","dime",47
"1627","dime",46
"1628","pgfv",7
"1629","dime",44
"1630","dime",40
"1631","dime",49
"1632","dime",40
"1633","dime",50
"1634","dime",39
"1635","disp",134
"1636","dime",45
"1637","dime",42
"1638","dime",40
"1639","pgfv",9
"1640","pgfv",7
"1641","pmle",32
"1642","dime",40
"1643","dime",44
"1644","dime",43
"1645","dime",43
"1646","pmle",25
"1647","pgfv",9
"1648","dime",38
"1649","dime",46
"1650","remg",7
"1651","dime",38
"1652","dime",40
"1653","pgfv",7
"1654","dime",45
"1655","dime",37
"1656","dime",44
"1657","dime",45
"1658","dime",39
"1659","dime",41
"1660","dime",46
"1661","dime",43
"1662","dime",42
"1663","dime",39
"1664","dime",41
"1665","dime",42
"1666","dime",40
"1667","dime",39
"1668","dime",40
"1669","dime",46
"1670","onar",17
"1671","dime",41
"1672","dime",50
"1673","dime",39
"1674","dime",39
"1675","dime",40
"1676","dime",41
"1677","dime",39
"1678","dime",46
"1679","pgfv",7
"1680","dime",44
"1681","disp",44
"1682","pgfv",7
"1683","neal",152
"1684","dime",46
"1685","dime",47
"1686","dime",40
"1687","dime",38
"1688","pmle",29
"1689","dime",44
"1690","dime",43
"1691","pmle",24
"1692","pgfv",8
"1693","pgfv",8
"1694","pmle",34
"1695","onar",12
"1696","onar",22
"1697","dime",43
"1698","dime",43
"1699","pgfv",8
"1700","dime",40
"1701","dime",37
"1702","dime",44
"1703","pgfv",9
"1704","dime",44
"1705","dime",44
"1706","disp",148
"1707","neal",100
"1708","dime",39
"1709","dime",49
"1710","pgfv",7
"1711","pmle",25
"1712","dime",45
"1713","dime",49
"1714","dime",44
"1715","pmtr",23
"1716","dime",47
"1717","dime",42
"1718","pmtr",23
"1719","dime",43
"1720","dime",43
"1721","pmle",23
"1722","dime",50
"1723","dime",49
"1724","dime",49
"1725","pmle",25
"1726","onle",43
"1727","dime",27
"1728","pmtr",28
"1729","pmle",28
"1730","pmle",29
"1731","dime",43
"1732","dime",48
"1733","dime",46
"1734","pmtr",27
"1735","dime",46
"1736","dime",51
"1737","neal",150
"1738","pmtr",21
"1739","disp",154
"1740","dime",47
"1741","pmtr",28
"1742","pmtr",25
"1743","dime",53
"1744","dime",47
"1745","dime",28
"1746","dime",50
"1747","pgfv",10
"1748","dime",55
"1749","pgfv",11
"1750","dior",63
"1751","dime",45
"1752","pgfv",9
"1753","dime",48
"1754","dime",35
"1755","dime",45
"1756","dime",45
"1757","dime",53
"1758","dime",47
"1759","dime",46
"1760","dime",50
"1761","onar",25
"1762","dime",40
"1763","onle",32
"1764","dime",47
"1765","dime",46
"1766","dime",37
"1767","dime",47
"1768","dime",38
"1769","dime",48
"1770","dime",49
"1771","dime",47
"1772","dime",52
"1773","dior",49
"1774","dime",113
"1775","dime",47
"1776","dime",42
"1777","onar",20
"1778","pgfv",9
"1779","pgfv",9
"1780","dime",42
"1781","remg",17
"1782","pmle",29
"1783","dime",45
"1784","dime",45
"1785","dime",54
"1786","dime",52
"1787","dime",37
"1788","onar",21
"1789","dime",42
"1790","dime",45
"1791","dime",51
"1792","dime",50
"1793","dime",52
"1794","dime",32
"1795","dime",43
"1796","dime",45
"1797","dime",40
"1798","dime",32
"1799","dime",36
"1800","dime",49
"1801","dime",37
"1802","dime",38
"1803","dime",53
"1804","dime",21
"1805","neal",92
"1806","pmtr",24
"1807","onle",51
"1808","dime",28
"1809","dime",49
"1810","neal",130
"1811","remg",13
"1812","pgfv",8
"1813","dime",44
"1814","dime",52
"1815","dime",49
"1816","dime",36
"1817","dime",45
"1818","dime",40
"1819","pgfv",8
"1820","dime",23
"1821","pmtr",33
"1822","pmtr",24
"1823","disp",94
"1824","pmle",22
"1825","pmtr",22
"1826","dior",51
"1827","dime",39
"1828","dime",50
"1829","dime",47
"1830","pgfv",7
"1831","pmtr",16
"1832","pmle",27
"1833","dime",46
"1834","dime",41
"1835","pmle",25
"1836","dime",38
"1837","dime",45
"1838","dime",39
"1839","dime",46
"1840","dime",45
"1841","dime",47
"1842","dime",48
"1843","dime",46
"1844","dime",45
"1845","dime",51
"1846","dime",49
"1847","disp",130
"1848","dime",33
"1849","disp",128
"1850","dime",36
"1851","pmle",24
"1852","dime",42
"1853","dime",46
"1854","dime",51
"1855","disp",136
"1856","pmtr",25
"1857","dime",35
"1858","dime",42
"1859","dime",39
"1860","onle",35
"1861","dime",38.8
"1862","dime",42
"1863","pmer",17
"1864","dime",42
"1865","dime",43
"1866","dime",33
"1867","dime",46.6
"1868","dime",38
"1869","pmle",24
"1870","pmle",29
"1871","onar",18.5
"1872","pgfv",7
"1873","onar",19
"1874","dime",37
"1875","dime",50
"1876","pmer",21
"1877","dime",39
"1878","dime",46
"1879","dime",43
"1880","dime",43.1
"1881","dime",41
"1882","pmle",18
"1883","dime",38
"1884","dime",44
"1885","dime",36
"1886","dior",46
"1887","dime",44
"1888","pmle",21
"1889","dime",46
"1890","dime",37
"1891","dime",39
"1892","remn",8
"1893","pgfv",7
"1894","dime",41
"1895","dime",41
"1896","dime",42
"1897","dime",51
"1898","onar",15
"1899","dime",39
"1900","dime",42
"1901","dime",41
"1902","dime",41
"1903","dime",44
"1904","onar",19
"1905","dime",48
"1906","dime",46
"1907","dime",48
"1908","dime",43
"1909","dime",39
"1910","dime",42
"1911","dime",38
"1912","pmle",23
"1913","dime",41
"1914","dime",43
"1915","dime",36
"1916","dime",45
"1917","pgfv",7
"1918","dime",37
"1919","dime",41
"1920","dime",39
"1921","neal",74
"1922","pgfv",8
"1923","neal",128
"1924","pmle",14
"1925","pmle",15
"1926","pmle",18
"1927","neal",72
"1928","pgfv",6
"1929","neal",138
"1930","pgfv",7
"1931","dime",47
"1932","pmtr",30
"1933","pmle",11
"1934","pmle",24
"1935","dior",59
"1936","dime",33
"1937","dime",43
"1938","dime",40
"1939","dime",43
"1940","dime",41
"1941","dime",45
"1942","dime",45
"1943","neal",184
"1944","pgfv",8
"1945","dime",37
"1946","pmle",32
"1947","dime",46
"1948","dime",41
"1949","dime",36
"1950","pmle",21
"1951","dime",39
"1952","pmle",16
"1953","disp",118
"1954","pgfv",7
"1955","neal",188
"1956","dime",47
"1957","dime",39
"1958","onar",17
"1959","dime",44
"1960","dime",43
"1961","dior",51
"1962","pgfv",8
"1963","dime",47
"1964","dime",40
"1965","dime",43
"1966","onar",21
"1967","dime",41
"1968","dime",38
"1969","dime",46
