"","species","wgt"
"11843","PP",16
"11844","DM",43
"11845","PP",20
"11846","PP",14
"11847","PP",17
"11848","OT",27
"11849","PP",16
"11850","NA",165
"11851","PP",17
"11852","PF",10
"11853","DM",51
"11854","PP",15
"11855","PP",21
"11856","PP",17
"11857","DM",51
"11858","PF",9
"11859","DM",49
"11860","PP",16
"11861","DO",61
"11862","PP",18
"11863","PP",17
"11864","PP",15
"11865","OL",26
"11866","PP",15
"11867","PP",16
"11868","DM",47
"11869","PP",18
"11870","PP",20
"11871","PP",19
"11872","PP",19
"11873","DO",50
"11874","DM",44
"11875","DM",60
"11876","OT",20
"11877","DM",50
"11878","DM",47
"11879","PP",17
"11880","DM",46
"11881","DM",43
"11882","DM",39
"11883","PF",7
"11884","DM",49
"11885","DM",53
"11886","DM",51
"11887","DM",51
"11888","PF",8
"11889","PF",7
"11890","DM",51
"11891","PF",10
"11892","PP",13
"11893","PF",7
"11894","DM",50
"11895","DM",28
"11896","DM",53
"11897","OT",31
"11898","DM",51
"11899","DM",56
"11900","PP",23
"11901","PF",9
"11902","PF",8
"11903","DM",53
"11904","DM",42
"11905","PF",9
"11906","PP",14
"11907","PP",16
"11908","DM",50
"11909","PP",14
"11910","DM",44
"11911","DM",31
"11912","PP",13
"11913","DM",44
"11914","PP",13
"11915","DM",31
"11916","NA",171
"11917","PP",17
"11918","PF",9
"11919","DM",47
"11920","PP",18
"11921","DM",48
"11922","DM",34
"11923","PF",9
"11924","PP",13
"11925","DM",53
"11926","DM",50
"11927","PP",14
"11928","PP",17
"11929","PP",13
"11930","PP",15
"11931","PP",16
"11932","PP",14
"11933","DM",46
"11934","DM",58
"11935","PP",16
"11936","PF",10
"11937","DM",50
"11938","PF",10
"11939","DM",43
"11940","DM",44
"11941","DM",44
"11942","PP",16
"11943","NA",138
"11944","OT",22
"11945","DM",57
"11946","DM",51
"11947","DM",55
"11948","DM",43
"11949","PF",10
"11950","DM",45
"11951","DM",44
"11952","DM",49
"11953","DM",48
"11954","DM",45
"11955","DM",50
"11956","DM",50
"11957","DM",47
"11958","DM",40
"11959","PF",10
"11960","DM",48
"11961","PP",17
"11962","PF",9
"11963","PF",11
"11964","PF",9
"11965","DM",52
"11966","OT",26
"11967","DM",62
"11968","PF",10
"11969","PF",9
"11970","RM",11
"11971","PP",17
"11972","DM",51
"11973","PF",8
"11974","OT",23
"11975","DM",50
"11976","DM",40
"11977","DM",43
"11978","PP",14
"11979","OT",23
"11980","DM",47
"11981","DM",43
"11982","DM",53
"11983","DM",51
"11984","DM",40
"11985","DM",63
"11986","DM",53
"11987","DO",59
"11988","DO",52
"11989","PF",9
"11990","OL",26
"11991","DM",46
"11992","DO",50
"11993","PP",23
"11994","PF",7
"11995","DM",52
"11996","DM",50
"11997","DM",34
"11998","DM",50
"11999","DM",31
"12000","DM",50
"12001","DM",47
"12002","NA",152
"12003","DM",43
"12004","PF",6
"12005","DM",49
"12006","DM",44
"12007","DM",22
"12008","DM",43
"12009","PF",9
"12010","DM",51
"12011","DM",49
"12012","DM",53
"12013","DM",54
"12014","DM",49
"12015","DM",51
"12016","DM",49
"12017","PF",12
"12018","DM",50
"12019","DM",29
"12020","PF",12
"12021","PF",11
"12022","OT",28
"12023","DM",54
"12024","RM",13
"12025","PF",9
"12026","PF",8
"12027","DM",41
"12028","DM",48
"12029","DM",51
"12030","DM",23
"12031","DM",42
"12032","DM",27
"12033","DM",42
"12034","PM",23
"12035","OT",22
"12036","DM",47
"12037","OT",29
"12038","RM",9
"12039","DM",44
"12040","OT",20
"12041","DM",52
"12042","DM",50
"12043","DM",45
"12044","DM",43
"12045","PP",14
"12046","OT",27
"12047","OT",22
"12048","DM",48
"12049","DM",50
"12050","DM",42
"12051","DM",48
"12052","DM",21
"12053","NA",160
"12054","DM",42
"12055","DM",56
"12056","PF",6
"12057","DM",31
"12058","DM",46
"12059","DM",49
"12060","DM",55
"12061","DM",27
"12062","DM",57
"12063","RM",11
"12064","OT",27
"12065","DM",36
"12066","PF",8
"12067","PF",8
"12068","PF",9
"12069","PF",9
"12070","DM",54
"12071","PF",9
"12072","DM",60
"12073","DM",45
"12074","DM",57
"12075","DM",30
"12076","DM",49
"12077","DM",61
"12078","DM",47
"12079","DO",66
"12080","DM",54
"12081","DM",45
"12082","DM",46
"12083","PB",46
"12084","DO",54
"12085","DM",49
"12086","DM",50
"12087","PE",25
"12088","PE",25
"12089","PF",9
"12090","PF",9
"12091","DM",55
"12092","PF",9
"12093","DM",46
"12094","DM",52
"12095","DM",54
"12096","DM",36
"12097","DM",62
"12098","DO",60
"12099","DO",44
"12100","DM",37
"12101","OL",30
"12102","DO",55
"12103","DO",51
"12104","DM",53
"12105","DM",51
"12106","DO",47
"12107","DO",52
"12108","DM",54
"12109","RM",12
"12110","DM",36
"12111","DM",51
"12112","DM",44
"12113","DM",56
"12114","DM",40
"12115","DM",47
"12116","DM",53
"12117","DM",50
"12118","DM",46
"12119","DM",54
"12120","DM",54
"12121","DM",52
"12122","DM",48
"12123","DM",53
"12124","PF",11
"12125","DM",25
"12126","DM",25
"12127","DM",49
"12128","DM",51
"12129","DM",42
"12130","PF",10
"12131","DM",58
"12132","DM",55
"12133","DM",43
"12134","DM",56
"12135","DM",44
"12136","DM",55
"12137","DM",45
"12138","PP",17
"12139","DM",44
"12140","DM",49
"12141","DM",55
"12142","PM",16
"12143","PE",17
"12144","RM",12
"12145","DO",49
"12146","PE",24
"12147","PE",24
"12148","PE",19
"12149","DM",47
"12150","RM",13
"12151","PF",10
"12152","DM",51
"12153","DM",49
"12154","PF",9
"12155","DM",42
"12156","DM",48
"12157","DM",47
"12158","PF",8
"12159","DO",50
"12160","DO",40
"12161","DO",51
"12162","DO",58
"12163","DM",51
"12164","DO",37
"12165","DO",54
"12166","PM",21
"12167","PP",24
"12168","DM",53
"12169","PF",9
"12170","PF",10
"12171","DM",39
"12172","PF",10
"12173","DM",45
"12174","DM",48
"12175","DM",44
"12176","DM",58
"12177","DM",54
"12178","DM",49
"12179","DM",51
"12180","DM",46
"12181","PF",7
"12182","DM",40
"12183","DM",28
"12184","DM",51
"12185","DM",46
"12186","DM",53
"12187","PF",10
"12188","DM",28
"12189","DM",51
"12190","DM",52
"12191","DM",48
"12192","DM",48
"12193","DM",49
"12194","DM",34
"12195","DM",33
"12196","DM",45
"12197","DM",52
"12198","DM",54
"12199","DM",54
"12200","PF",9
"12201","DM",49
"12202","DM",34
"12203","DM",53
"12204","DM",41
"12205","PP",18
"12206","PE",21
"12207","DM",48
"12208","DM",49
"12209","PE",18
"12210","DM",44
"12211","RM",13
"12212","DM",48
"12213","PE",25
"12214","RM",11
"12215","PP",24
"12216","PE",25
"12217","PE",24
"12218","DO",48
"12219","PP",21
"12220","PP",16
"12221","DO",49
"12222","RM",12
"12223","DM",53
"12224","DO",56
"12225","PM",14
"12226","DO",43
"12227","DM",43
"12228","DM",48
"12229","PM",17
"12230","PM",18
"12231","DO",51
"12232","OL",26
"12233","DM",52
"12234","OT",24
"12235","RM",11
"12236","DM",49
"12237","DM",36
"12238","DM",49
"12239","DM",51
"12240","DM",48
"12241","DM",50
"12242","DM",47
"12243","PP",18
"12244","DM",40
"12245","PP",22
"12246","DM",38
"12247","DM",45
"12248","OT",31
"12249","PF",8
"12250","DM",42
"12251","PP",17
"12252","PF",8
"12253","DM",53
"12254","PF",11
"12255","PP",21
"12256","DM",41
"12257","PF",8
"12258","DM",53
"12259","DM",50
"12260","DM",47
"12261","DM",26
"12262","PE",20
"12263","PP",20
"12264","RM",12
"12265","DM",56
"12266","DM",49
"12267","PE",25
"12268","PE",22
"12269","PF",8
"12270","DM",49
"12271","DM",50
"12272","DM",44
"12273","PF",11
"12274","DM",47
"12275","PF",8
"12276","PP",11
"12277","PF",8
"12278","DM",51
"12279","DM",47
"12280","PF",9
"12281","DM",38
"12282","PF",8
"12283","PP",17
"12284","DO",49
"12285","DO",49
"12286","PF",9
"12287","DO",30
"12288","DO",29
"12289","PF",8
"12290","PP",20
"12291","PP",19
"12292","DO",49
"12293","PP",16
"12294","DM",49
"12295","PF",8
"12296","PP",14
"12297","DO",51
"12298","PP",16
"12299","PP",22
"12300","DM",49
"12301","PP",16
"12302","PP",16
"12303","PP",22
"12304","DM",51
"12305","DM",49
"12306","DO",22
"12307","DO",49
"12308","DO",51
"12309","PM",17
"12310","RM",13
"12311","DM",51
"12312","RM",11
"12313","RM",11
"12314","DO",53
"12315","DM",53
"12316","DM",41
"12317","PM",18
"12318","PP",19
"12319","DM",48
"12320","PF",8
"12321","RM",15
"12322","DM",49
"12323","DO",52
"12324","DM",52
"12325","DM",44
"12326","RM",12
"12327","OT",23
"12328","OL",27
"12329","RM",11
"12330","DM",19
"12331","DM",50
"12332","PF",8
"12333","DM",44
"12334","DM",46
"12335","DM",36
"12336","DM",45
"12337","DM",40
"12338","DM",39
"12339","DM",49
"12340","PF",9
"12341","DM",45
"12342","PF",9
"12343","DM",51
"12344","RM",9
"12345","RM",10
"12346","PF",8
"12347","DM",27
"12348","PF",7
"12349","DM",51
"12350","DM",43
"12351","PP",21
"12352","DM",41
"12353","DM",53
"12354","DM",55
"12355","DM",49
"12356","PF",8
"12357","PP",13
"12358","DM",54
"12359","DM",47
"12360","DM",47
"12361","PE",24
"12362","PE",21
"12363","DM",47
"12364","PF",10
"12365","DM",47
"12366","PF",8
"12367","DM",51
"12368","PP",19
"12369","DO",47
"12370","DO",47
"12371","PP",18
"12372","DO",34
"12373","DM",46
"12374","NA",118
"12375","DM",48
"12376","DM",54
"12377","DM",45
"12378","DM",53
"12379","DM",48
"12380","PF",7
"12381","DM",27
"12382","DM",51
"12383","DM",47
"12384","DM",56
"12385","DM",49
"12386","DM",49
"12387","DM",61
"12388","DM",49
"12389","DM",44
"12390","DM",45
"12391","DM",42
"12392","PF",8
"12393","PP",18
"12394","DM",42
"12395","PF",7
"12396","DM",54
"12397","DM",22
"12398","DM",20
"12399","PF",8
"12400","DM",53
"12401","PP",21
"12402","DM",41
"12403","PP",17
"12404","PB",26
"12405","PF",7
"12406","DM",52
"12407","DM",48
"12408","DM",47
"12409","PF",5
"12410","PF",10
"12411","PP",15
"12412","PF",8
"12413","DM",46
"12414","OL",40
"12415","PE",28
"12416","DO",52
"12417","PP",18
"12418","DO",50
"12419","PP",10
"12420","DO",47
"12421","DO",42
"12422","DO",49
"12423","DO",48
"12424","PM",19
"12425","DO",33
"12426","PP",19
"12427","DO",43
"12428","PP",25
"12429","DM",48
"12430","DM",51
"12431","PF",10
"12432","DM",53
"12433","OT",25
"12434","PM",20
"12435","DM",46
"12436","DM",51
"12437","PF",7
"12438","DM",56
"12439","PF",9
"12440","PP",15
"12441","PP",21
"12442","DM",26
"12443","DM",43
"12444","DM",52
"12445","DM",44
"12446","DM",49
"12447","DM",48
"12448","PM",13
"12449","DM",42
"12450","PF",9
"12451","DM",49
"12452","DM",22
"12453","DM",51
"12454","DM",50
"12455","DM",51
"12456","DM",45
"12457","PF",10
"12458","PP",12
"12459","PP",17
"12460","OT",23
"12461","PP",17
"12462","DM",46
"12463","PB",24
"12464","PP",12
"12465","DM",49
"12466","PF",9
"12467","DM",51
"12468","PF",11
"12469","DM",47
"12470","PF",9
"12471","DM",45
"12472","DO",54
"12473","PP",25
"12474","PP",23
"12475","DO",52
"12476","DO",51
"12477","DO",54
"12478","DO",51
"12479","PF",9
"12480","PP",15
"12481","OT",19
"12482","DM",39
"12483","DM",42
"12484","PF",8
"12485","DM",49
"12486","PP",21
"12487","PF",6
"12488","PF",10
"12489","DM",55
"12490","DM",44
"12491","DM",55
"12492","DM",44
"12493","DM",47
"12494","DM",49
"12495","OT",28
"12496","PP",20
"12497","DM",53
"12498","PF",7
"12499","DM",49
"12500","DM",51
"12501","PF",8
"12502","DM",47
"12503","DM",40
"12504","PP",19
"12505","PP",15
"12506","DM",52
"12507","PP",12
"12508","DM",45
"12509","PP",14
"12510","PF",10
"12511","PP",16
"12512","PP",15
"12513","DO",55
"12514","DO",45
"12515","PP",13
"12516","DO",59
"12517","DM",43
"12518","PP",11
"12519","DM",57
"12520","DM",44
"12521","DM",44
"12522","PP",19
"12523","DM",49
"12524","PP",16
"12525","PF",9
"12526","PP",13
"12527","PP",17
"12528","DM",48
"12529","DM",45
"12530","DM",49
"12531","DM",44
"12532","PF",10
"12533","PP",20
"12534","DM",46
"12535","DM",49
"12536","DM",46
"12537","DM",42
"12538","PP",16
"12539","DM",26
"12540","DM",28
"12541","DM",42
"12542","OT",31
"12543","PP",20
"12544","PB",36
"12545","OT",27
"12546","PP",21
"12547","PB",24
"12548","DM",42
"12549","PB",32
"12550","DM",54
"12551","PP",11
"12552","PF",9
"12553","DM",51
"12554","DM",50
"12555","PF",8
"12556","OT",28
"12557","PP",18
"12558","PF",9
"12559","DO",54
"12560","PP",19
"12561","DO",52
"12562","DO",40
"12563","OT",25
"12564","OT",24
"12565","DO",61
"12566","DM",33
"12567","PF",5
"12568","DM",47
"12569","PP",15
"12570","DM",21
"12571","PP",11
"12572","PB",31
"12573","DM",47
"12574","NA",184
"12575","DM",22
"12576","DM",49
"12577","DM",50
"12578","DM",43
"12579","PF",7
"12580","OT",29
"12581","DM",49
"12582","OT",27
"12583","PP",14
"12584","PF",8
"12585","DM",42
"12586","DM",47
"12587","DM",49
"12588","PP",14
"12589","DM",57
"12590","DM",30
"12591","PF",8
"12592","DM",48
"12593","DM",30
"12594","DM",53
"12595","DM",48
"12596","DM",44
"12597","PF",8
"12598","OT",13
"12599","OT",22
"12600","PF",7
"12601","DM",46
"12602","PF",8
"12603","DM",50
"12604","PP",16
"12605","DM",50
"12606","PP",20
"12607","DM",41
"12608","DM",54
"12609","DM",31
"12610","DM",52
"12611","PB",40
"12612","OT",24
"12613","DM",45
"12614","DM",50
"12615","DM",36
"12616","DM",48
"12617","PB",37
"12618","PB",26
"12619","NA",127
"12620","PB",38
"12621","DM",50
"12622","DM",41
"12623","DM",48
"12624","PF",9
"12625","DM",42
"12626","DM",47
"12627","OT",24
"12628","PF",7
"12629","OT",21
"12630","DO",50
"12631","DO",46
"12632","DO",42
"12633","OT",24
"12634","DO",54
"12635","PF",6
"12636","DM",44
"12637","PP",19
"12638","DM",35
"12639","DM",46
"12640","PP",16
"12641","PF",7
"12642","OT",22
"12643","NA",185
"12644","PF",8
"12645","DM",33
"12646","DM",35
"12647","PF",7
"12648","DM",45
"12649","DM",42
"12650","OT",25
"12651","DM",45
"12652","DM",26
"12653","DM",24
"12654","PF",7
"12655","DM",47
"12656","OT",22
"12657","OT",13
"12658","OT",19
"12659","DM",40
"12660","DM",43
"12661","PF",8
"12662","DM",44
"12663","DM",41
"12664","DM",27
"12665","OT",17
"12666","DM",48
"12667","DM",43
"12668","PF",8
"12669","DM",45
"12670","PP",16
"12671","DM",20
"12672","DM",35
"12673","DM",54
"12674","PB",35
"12675","DM",34
"12676","DM",42
"12677","DM",41
"12678","NA",130
"12679","PB",30
"12680","DM",42
"12681","NA",148
"12682","OT",27
"12683","PE",24
"12684","PE",25
"12685","PB",27
"12686","PF",7
"12687","DM",39
"12688","PF",8
"12689","DM",51
"12690","DM",48
"12691","DM",42
"12692","DM",46
"12693","DM",44
"12694","PF",7
"12695","PF",8
"12696","DM",39
"12697","DO",34
"12698","OT",24
"12699","DM",33
"12700","DO",50
"12701","PF",7
"12702","PF",7
"12703","DM",38
"12704","DO",55
"12705","DO",41
"12706","RM",11
"12707","DM",39
"12708","DM",43
"12709","DM",44
"12710","DM",38
"12711","DM",48
"12712","DM",49
"12713","DM",36
"12714","DM",35
"12715","NA",144
"12716","DM",47
"12717","DM",47
"12718","DM",33
"12719","DM",36
"12720","DM",47
"12721","PF",7
"12722","DM",52
"12723","PF",7
"12724","DM",42
"12725","OT",25
"12726","DM",47
"12727","PM",23
"12728","DM",34
"12729","DM",51
"12730","PF",8
"12731","OT",20
"12732","DM",38
"12733","DM",43
"12734","OT",25
"12735","DM",40
"12736","OT",21
"12737","DM",47
"12738","PB",34
"12739","OT",27
"12740","DM",45
"12741","OT",23
"12742","RM",11
"12743","DM",47
"12744","PB",26
"12745","RM",9
"12746","PB",44
"12747","PM",21
"12748","DO",57
"12749","DM",50
"12750","DM",42
"12751","DM",49
"12752","DM",40
"12753","DM",40
"12754","PF",7
"12755","PF",6
"12756","DM",51
"12757","DM",51
"12758","DM",41
"12759","DO",48
"12760","DM",40
"12761","DO",25
"12762","DO",54
"12763","OT",25
"12764","DM",38
"12765","DO",44
"12766","DO",45
"12767","DM",43
"12768","DO",53
"12769","DM",52
"12770","DM",39
"12771","DM",47
"12772","OT",20
"12773","DM",36
"12774","DM",45
"12775","DM",41
"12776","OT",27
"12777","DM",40
"12778","DM",50
"12779","DM",40
"12780","DM",47
"12781","DM",37
"12782","DM",36
"12783","DM",50
"12784","DM",36
"12785","DM",45
"12786","DM",48
"12787","OT",22
"12788","DM",52
"12789","DM",35
"12790","DM",41
"12791","DM",40
"12792","DM",46
"12793","PM",28
"12794","DM",38
"12795","DM",47
"12796","DM",40
"12797","DM",46
"12798","PF",7
"12799","PB",45
"12800","PB",32
"12801","DM",44
"12802","DM",50
"12803","PM",23
"12804","PM",30
"12805","RM",11
"12806","OT",24
"12807","DO",35
"12808","PE",22
"12809","PB",37
"12810","PB",38
"12811","PB",43
"12812","RM",10
"12813","DM",49
"12814","PB",39
"12815","PF",10
"12816","RM",10
"12817","DM",51
"12818","OT",25
"12819","DM",40
"12820","DM",53
"12821","DM",48
"12822","DM",45
"12823","DM",56
"12824","OT",26
"12825","PF",7
"12826","DM",47
"12827","PF",9
"12828","DM",46
"12829","DM",48
"12830","DM",47
"12831","DM",48
"12832","DO",50
"12833","DO",48
"12834","OT",23
"12835","DO",53
"12836","DO",48
"12837","DM",39
"12838","DM",46
"12839","DO",51
"12840","DM",40
"12841","OT",24
"12842","DM",38
"12843","OT",25
"12844","DO",57
"12845","OT",23
"12846","DO",51
"12847","DO",56
"12848","DM",43
"12849","DO",46
"12850","RM",11
"12851","PF",7
"12852","OT",22
"12853","DO",59
"12854","DM",47
"12855","DM",41
"12856","DM",45
"12857","DM",39
"12858","DM",47
"12859","DM",49
"12860","DM",44
"12861","DM",40
"12862","DM",36
"12863","DM",42
"12864","PF",9
"12865","DM",42
"12866","RM",9
"12867","DM",49
"12868","DM",51
"12869","DM",52
"12870","DM",45
"12871","DM",51
"12872","DM",40
"12873","DM",43
"12874","DM",45
"12875","DM",57
"12876","RM",12
"12877","DM",47
"12878","DM",39
"12879","DM",49
"12880","DM",37
"12881","DM",47
"12882","PM",19
"12883","DM",46
"12884","DM",49
"12885","OT",20
"12886","RM",10
"12887","PL",23
"12888","DM",43
"12889","DM",53
"12890","DM",48
"12891","DM",43
"12892","DM",38
"12893","DM",50
"12894","DM",42
"12895","DM",49
"12896","PM",22
"12897","DM",41
"12898","DM",46
"12899","DM",43
"12900","DM",51
"12901","DM",41
"12902","PF",7
"12903","DM",42
"12904","DM",20
"12905","PB",42
"12906","DM",40
"12907","DM",35
"12908","DO",55
"12909","DM",51
"12910","DM",52
"12911","DM",46
"12912","DM",48
"12913","DM",48
"12914","PB",38
"12915","DM",53
"12916","OT",39
"12917","DM",48
"12918","DM",53
"12919","DM",50
"12920","RM",11
"12921","OT",32
"12922","NA",147
"12923","DO",50
"12924","OT",27
"12925","PB",40
"12926","PE",24
"12927","PE",24
"12928","DO",50
"12929","DO",53
"12930","DM",52
"12931","DM",46
"12932","DM",50
"12933","DO",41
"12934","DM",44
"12935","PF",10
"12936","PF",10
"12937","DM",51
"12938","DM",44
"12939","OT",27
"12940","DM",52
"12941","DO",44
"12942","PP",21
"12943","OT",29
"12944","OT",23
"12945","PF",8
"12946","DO",52
"12947","DO",50
"12948","PF",8
"12949","DO",46
"12950","DO",37
"12951","DO",49
"12952","DM",50
"12953","PF",7
"12954","DM",46
"12955","PM",20
"12956","PP",12
"12957","DO",55
"12958","DM",40
"12959","DO",47
"12960","DM",43
"12961","RM",12
"12962","RM",11
"12963","OT",24
"12964","PF",7
"12965","DM",52
"12966","DM",43
"12967","PP",18
"12968","DM",39
"12969","PP",22
"12970","RM",10
"12971","DM",43
"12972","PF",9
"12973","DM",46
"12974","DM",49
"12975","PP",20
"12976","OT",29
"12977","DM",50
"12978","DM",45
"12979","DM",45
"12980","PF",8
"12981","DM",53
"12982","RM",12
"12983","DM",43
"12984","DM",44
"12985","DM",47
"12986","DM",43
"12987","DM",53
"12988","DM",53
"12989","PF",8
"12990","DM",48
"12991","DM",49
"12992","DM",44
"12993","DM",48
"12994","DM",48
"12995","DM",33
"12996","DM",42
"12997","DM",47
"12998","DM",50
"12999","PF",8
"13000","DM",48
"13001","DM",36
"13002","RM",10
"13003","PM",22
"13004","DM",51
"13005","OT",27
"13006","DM",40
"13007","DM",51
"13008","DM",50
"13009","DM",47
"13010","DM",41
"13011","RM",9
"13012","DM",43
"13013","DM",44
"13014","DM",47
"13015","DM",48
"13016","PM",23
"13017","OT",28
"13018","PF",10
"13019","DM",50
"13020","DM",49
"13021","RM",11
"13022","PP",22
"13023","DM",54
"13024","DM",42
"13025","RM",12
"13026","DM",56
"13027","DM",44
"13028","DM",46
"13029","DM",57
"13030","DM",44
"13031","DM",49
"13032","DM",53
"13033","PF",8
"13034","DM",44
"13035","DM",41
"13036","DM",53
"13037","PB",50
"13038","OT",27
"13039","DM",43
"13040","PP",22
"13041","PM",28
"13042","PM",18
"13043","DM",43
"13044","PP",21
"13045","DO",46
"13046","OL",32
"13047","PP",22
"13048","PP",22
"13049","PP",22
"13050","OT",29
"13051","PB",31
"13052","PE",23
"13053","PM",24
"13054","PP",20
"13055","PP",25
"13056","RM",14
"13057","DM",50
"13058","DM",46
"13059","PP",19
"13060","PF",11
"13061","DO",52
"13062","DM",59
"13063","DM",55
"13064","PF",9
"13065","DM",49
"13066","OT",26
"13067","PF",9
"13068","DM",50
"13069","PF",7
"13070","DO",57
"13071","RM",8
"13072","RM",12
"13073","DO",33
"13074","OT",32
"13075","PP",16
"13076","DO",48
"13077","DM",46
"13078","DO",55
"13079","DO",56
"13080","OT",38
"13081","PP",22
"13082","PP",20
"13083","DO",51
"13084","DO",55
"13085","OT",34
"13086","DM",48
"13087","PP",15
"13088","OT",29
"13089","PP",19
"13090","DM",33
"13091","OT",27
"13092","RM",12
"13093","PM",16
"13094","DM",49
"13095","DM",31
"13096","PP",17
"13097","RM",12
"13098","DM",44
"13099","PB",23
"13100","DM",50
"13101","PP",21
"13102","PP",18
"13103","RM",10
"13104","DM",51
"13105","PP",23
"13106","OL",37
"13107","PP",16
"13108","DM",46
"13109","PP",21
"13110","DM",48
"13111","DM",51
"13112","DM",45
"13113","DM",53
"13114","PP",20
"13115","DM",42
"13116","PF",9
"13117","DM",44
"13118","OT",28
"13119","DM",42
"13120","DM",46
"13121","PP",14
"13122","DM",48
"13123","DM",52
"13124","DM",40
"13125","DM",50
"13126","DM",40
"13127","DM",52
"13128","DM",50
"13129","DM",44
"13130","DM",45
"13131","DM",54
"13132","DM",47
"13133","DM",51
"13134","OT",31
"13135","DM",49
"13136","RM",15
"13137","DM",49
"13138","PP",21
"13139","DM",48
"13140","PM",17
"13141","OT",30
"13142","DM",44
"13143","PP",19
"13144","PF",10
"13145","PF",10
"13146","DM",22
"13147","PM",30
"13148","DM",50
"13149","RM",12
"13150","OT",30
"13151","DM",44
"13152","DM",53
"13153","DM",45
"13154","DM",46
"13155","PP",22
"13156","PP",24
"13157","RM",8
"13158","PP",20
"13159","NA",144
"13160","DM",49
"13161","PP",22
"13162","DO",52
"13163","PM",26
"13164","PP",18
"13165","OT",27
"13166","PM",22
"13167","PP",18
"13168","PM",13
"13169","SO",100
"13170","DO",47
"13171","PB",17
"13172","SO",21
"13173","RM",12
"13174","OT",31
"13175","PF",10
"13176","DM",52
"13177","PF",11
"13178","DM",58
"13179","DM",50
"13180","PP",20
"13181","DM",48
"13182","OT",28
"13183","DO",52
"13184","DM",48
"13185","DO",26
"13186","DO",51
"13187","DO",64
"13188","DO",54
"13189","DO",50
"13190","DO",67
"13191","PB",22
"13192","PP",19
"13193","PP",16
"13194","PM",22
"13195","OT",31
"13196","DM",50
"13197","OT",11
"13198","DM",56
"13199","PF",8
"13200","DM",49
"13201","OT",29
"13202","OT",20
"13203","DM",48
"13204","PP",20
"13205","DM",48
"13206","PP",24
"13207","PM",18
"13208","NA",214
"13209","OT",28
"13210","NA",62
"13211","PP",23
"13212","DM",54
"13213","DM",42
"13214","PP",20
"13215","NA",64
"13216","DO",54
"13217","DM",36
"13218","DM",45
"13219","NA",63
"13220","NA",70
"13221","DM",48
"13222","DO",59
"13223","DO",44
"13224","OT",29
"13225","DM",41
"13226","DM",47
"13227","PE",18
"13228","PP",16
"13229","DM",40
"13230","DM",52
"13231","DM",40
"13232","DM",44
"13233","PP",22
"13234","DM",49
"13235","PP",23
"13236","DM",46
"13237","DM",44
"13238","OT",30
"13239","DM",48
"13240","OT",20
"13241","DM",37
"13242","DM",47
"13243","DM",49
"13244","PP",20
"13245","OT",27
"13246","DM",33
"13247","DM",43
"13248","DM",42
"13249","DM",49
"13250","DO",50
"13251","PM",22
"13252","DM",40
"13253","DO",46
"13254","PM",29
"13255","OT",32
"13256","OT",31
"13257","OT",12
"13258","PB",25
"13259","DM",50
"13260","DM",49
"13261","OT",11
"13262","DM",46
"13263","PB",28
"13264","PF",7
"13265","DM",46
"13266","OT",18
"13267","PP",22
"13268","PP",19
"13269","PP",14
"13270","PM",29
"13271","DO",48
"13272","PB",24
"13273","OT",31
"13274","PB",42
"13275","PE",24
"13276","PB",34
"13277","NA",193
"13278","DO",47
"13279","PB",28
"13280","DM",52
"13281","DM",42
"13282","PF",9
"13283","PP",13
"13284","OT",25
"13285","DM",49
"13286","PF",9
"13287","DM",42
"13288","DM",50
"13289","PM",19
"13290","DM",43
"13291","DM",48
"13292","PF",8
"13293","DM",43
"13294","OT",21
"13295","DO",52
"13296","OT",23
"13297","PP",14
"13298","PP",13
"13299","OT",28
"13300","PF",7
"13301","DO",48
"13302","OT",21
"13303","DO",26
"13304","PP",12
"13305","DO",52
"13306","PP",19
"13307","DM",44
"13308","OT",33
"13309","DM",44
"13310","PM",17
"13311","DO",44
"13312","DO",48
"13313","DM",44
"13314","PP",15
"13315","PP",22
"13316","DM",49
"13317","DM",42
"13318","PM",17
"13319","DO",40
"13320","DO",59
"13321","PM",20
"13322","NA",109
"13323","OT",17
"13324","PP",19
"13325","DM",44
"13326","DM",45
"13327","PP",20
"13328","NA",186
"13329","PP",19
"13330","DM",42
"13331","DM",43
"13332","OT",28
"13333","OT",28
"13334","DM",43
"13335","DM",48
"13336","DM",49
"13337","DM",27
"13338","DM",44
"13339","OT",34
"13340","DM",39
"13341","DM",53
"13342","DM",40
"13343","DM",41
"13344","PB",25
"13345","PP",22
"13346","DM",51
"13347","DM",39
"13348","DM",43
"13349","OT",20
"13350","DM",44
"13351","PP",22
"13352","DM",42
"13353","DM",50
"13354","DM",43
"13355","NA",92
"13356","PM",22
"13357","PP",14
"13358","PF",10
"13359","DM",47
"13360","OT",21
"13361","OT",17
"13362","DM",31
"13363","DM",38
"13364","DM",36
"13365","PP",10
"13366","DM",44
"13367","PP",22
"13368","DM",49
"13369","PM",21
"13370","DO",42
"13371","DM",34
"13372","PB",27
"13373","DM",49
"13374","DM",47
"13375","DM",41
"13376","DM",47
"13377","PF",7
"13378","DM",44
"13379","PB",31
"13380","DM",44
"13381","DS",113
"13382","DO",46
"13383","PB",17
"13384","OT",30
"13385","PB",37
"13386","DO",46
"13387","PB",23
"13388","PP",16
"13389","PB",28
"13390","OT",28
"13391","PP",18
"13392","DM",49
"13393","DM",30
"13394","DM",42
"13395","DM",48
"13396","PP",16
