"","species","wgt"
"3943","DS",112
"3944","DM",43
"3945","OL",34
"3946","OL",29
"3947","DM",44
"3948","DM",39
"3949","RM",10
"3950","DM",41
"3951","DS",109
"3952","OT",31
"3953","DM",43
"3954","DM",45
"3955","DM",44
"3956","DM",40
"3957","OL",40
"3958","OL",39
"3959","OT",26
"3960","DS",116
"3961","OT",24
"3962","DM",41
"3963","OL",25
"3964","DM",32
"3965","NA",143
"3966","DO",54
"3967","DM",41
"3968","DM",43
"3969","DS",126
"3970","PM",28
"3971","RM",11
"3972","DM",41
"3973","DO",47
"3974","DO",51
"3975","PF",6
"3976","DM",38
"3977","DM",40
"3978","NA",143
"3979","DS",138
"3980","DM",44
"3981","OL",31
"3982","PF",6
"3983","DM",36
"3984","DM",38
"3985","DS",140
"3986","DM",36
"3987","DS",124
"3988","DM",46
"3989","DO",46
"3990","DO",48
"3991","DO",54
"3992","DM",46
"3993","DO",52
"3994","DO",58
"3995","DO",55
"3996","DM",49
"3997","DS",131
"3998","DM",43
"3999","DM",44
"4000","DM",34
"4001","PF",5
"4002","DM",35
"4003","DM",40
"4004","DM",41
"4005","DM",40
"4006","DS",148
"4007","DO",44
"4008","OT",26
"4009","DO",36
"4010","DM",36
"4011","PE",21
"4012","DM",40
"4013","DM",37
"4014","PF",6
"4015","DM",34
"4016","PF",6
"4017","DS",113
"4018","DM",42
"4019","DM",37
"4020","DM",38
"4021","DS",131
"4022","DS",120
"4023","DM",41
"4024","OL",38
"4025","DO",48
"4026","DM",41
"4027","DM",42
"4028","DO",47
"4029","DM",38
"4030","DO",56
"4031","DM",39
"4032","DM",45
"4033","DO",48
"4034","DM",41
"4035","PM",24
"4036","DO",49
"4037","PF",5
"4038","PF",6
"4039","DS",107
"4040","DS",108
"4041","OL",33
"4042","DO",44
"4043","DO",51
"4044","DM",37
"4045","DM",33
"4046","OL",34
"4047","DM",33
"4048","NA",208
"4049","DM",31
"4050","DS",121
"4051","DO",39
"4052","OL",36
"4053","DM",38
"4054","DM",43
"4055","PM",24
"4056","RM",8
"4057","PF",6
"4058","DM",46
"4059","DS",118
"4060","DO",48
"4061","NA",239
"4062","DM",38
"4063","DS",132
"4064","OL",28
"4065","OL",36
"4066","RM",10
"4067","DM",36
"4068","RM",8
"4069","DM",44
"4070","DM",39
"4071","DM",38
"4072","DS",110
"4073","DM",42
"4074","DM",42
"4075","PF",5
"4076","DS",125
"4077","DM",39
"4078","DM",47
"4079","DS",117
"4080","DM",41
"4081","DM",40
"4082","RM",8
"4083","DM",41
"4084","OL",40
"4085","DM",38
"4086","RM",11
"4087","RM",9
"4088","DM",31
"4089","DM",39
"4090","DS",130
"4091","NA",145
"4092","DO",48
"4093","RM",9
"4094","DM",39
"4095","OL",41
"4096","OL",27
"4097","DM",37
"4098","OT",29
"4099","DM",37
"4100","RM",9
"4101","RM",8
"4102","OL",36
"4103","DM",39
"4104","DO",51
"4105","RM",8
"4106","DM",38
"4107","DM",39
"4108","DM",36
"4109","DS",137
"4110","PF",7
"4111","DS",132
"4112","DM",36
"4113","DO",54
"4114","DO",56
"4115","DS",143
"4116","DO",52
"4117","DO",57
"4118","DM",36
"4119","OL",45
"4120","OT",18
"4121","DM",48
"4122","DM",37
"4123","DS",141
"4124","DM",44
"4125","DO",47
"4126","DO",38
"4127","PE",22
"4128","DM",42
"4129","PE",23
"4130","DM",42
"4131","DM",38
"4132","DM",46
"4133","PF",6
"4134","DM",49
"4135","DO",49
"4136","DM",45
"4137","DM",40
"4138","DM",44
"4139","DM",46
"4140","RM",10
"4141","DM",48
"4142","DO",54
"4143","DS",121
"4144","DS",117
"4145","DO",54
"4146","DM",35
"4147","DM",36
"4148","DO",38
"4149","DO",53
"4150","DM",39
"4151","OL",34
"4152","OL",31
"4153","RM",11
"4154","DM",43
"4155","OT",26
"4156","PM",25
"4157","DM",49
"4158","DM",43
"4159","DO",51
"4160","RM",8
"4161","DO",48
"4162","RM",8
"4163","DM",38
"4164","DM",43
"4165","DS",128
"4166","DM",40
"4167","DM",42
"4168","DM",39
"4169","DM",42
"4170","DM",48
"4171","DO",46
"4172","DM",47
"4173","DM",42
"4174","DS",130
"4175","DS",117
"4176","DM",43
"4177","DM",42
"4178","DM",48
"4179","DM",39
"4180","DM",41
"4181","DS",122
"4182","DO",53
"4183","RM",10
"4184","OL",28
"4185","DM",39
"4186","OL",41
"4187","RM",9
"4188","DO",53
"4189","DO",47
"4190","DM",37
"4191","NA",235
"4192","DM",44
"4193","DO",53
"4194","DM",40
"4195","DM",41
"4196","DM",40
"4197","RM",9
"4198","DM",38
"4199","PF",7
"4200","DS",122
"4201","DS",128
"4202","DM",38
"4203","DM",47
"4204","OL",43
"4205","PF",6
"4206","OL",48
"4207","DO",54
"4208","DO",52
"4209","OL",27
"4210","DS",138
"4211","OL",43
"4212","DS",153
"4213","DM",42
"4214","OL",36
"4215","DS",146
"4216","DM",46
"4217","DM",38
"4218","DM",45
"4219","DM",52
"4220","DM",43
"4221","DM",36
"4222","DS",91
"4223","DO",49
"4224","PE",26
"4225","RM",11
"4226","DS",144
"4227","DM",46
"4228","DM",42
"4229","PF",5
"4230","DM",43
"4231","DM",47
"4232","OT",27
"4233","DO",53
"4234","DO",47
"4235","DM",50
"4236","DO",45
"4237","DO",58
"4238","DO",52
"4239","RM",11
"4240","DM",46
"4241","OL",33
"4242","OT",26
"4243","DM",48
"4244","DO",53
"4245","PF",7
"4246","DS",107
"4247","DS",129
"4248","DO",52
"4249","PF",6
"4250","PF",5
"4251","PF",6
"4252","PF",6
"4253","DS",113
"4254","DO",53
"4255","DO",47
"4256","PF",7
"4257","DO",57
"4258","OL",27
"4259","DS",104
"4260","DM",42
"4261","DM",46
"4262","DM",45
"4263","DM",37
"4264","OT",28
"4265","RM",14
"4266","RM",11
"4267","PF",6
"4268","DM",49
"4269","DM",52
"4270","DS",118
"4271","DM",46
"4272","DS",127
"4273","RM",9
"4274","DO",49
"4275","OL",29
"4276","DM",51
"4277","DM",40
"4278","RM",11
"4279","DM",42
"4280","DM",44
"4281","DS",118
"4282","DO",48
"4283","DM",46
"4284","DM",45
"4285","DS",122
"4286","DS",128
"4287","DM",48
"4288","DS",115
"4289","DM",45
"4290","DM",44
"4291","PE",24
"4292","DM",43
"4293","DM",41
"4294","RM",10
"4295","DM",36
"4296","DS",124
"4297","DM",42
"4298","OL",36
"4299","DO",53
"4300","OT",26
"4301","RM",8
"4302","DM",44
"4303","DS",141
"4304","RM",9
"4305","OL",36
"4306","DM",41
"4307","DM",44
"4308","RM",10
"4309","DM",41
"4310","DO",52
"4311","DM",42
"4312","RM",8
"4313","DM",38
"4314","RM",9
"4315","PF",7
"4316","PF",7
"4317","DM",42
"4318","DS",160
"4319","DM",45
"4320","DM",48
"4321","DM",45
"4322","DO",56
"4323","DS",101
"4324","PF",7
"4325","DS",78
"4326","DS",133
"4327","DS",123
"4328","DM",50
"4329","DS",150
"4330","DM",37
"4331","DM",49
"4332","DM",42
"4333","DM",45
"4334","DM",39
"4335","DS",91
"4336","DM",41
"4337","PE",19
"4338","RM",10
"4339","PF",7
"4340","PM",19
"4341","PF",8
"4342","DM",50
"4343","PF",7
"4344","DS",125
"4345","DS",140
"4346","DS",127
"4347","DO",54
"4348","DM",49
"4349","DO",61
"4350","PP",12
"4351","DM",55
"4352","OL",33
"4353","DO",51
"4354","RM",11
"4355","DO",35
"4356","DS",76
"4357","DS",128
"4358","PF",7
"4359","PF",7
"4360","DO",34
"4361","DS",109
"4362","PF",6
"4363","DS",101
"4364","DO",55
"4365","DS",108
"4366","PF",8
"4367","DS",67
"4368","DS",71
"4369","DS",139
"4370","DS",102
"4371","DS",86
"4372","DM",46
"4373","PM",25
"4374","PF",6
"4375","DS",143
"4376","DM",47
"4377","NA",94
"4378","DS",130
"4379","DO",52
"4380","DM",43
"4381","DM",47
"4382","OL",31
"4383","DM",46
"4384","DS",103
"4385","DM",42
"4386","PP",16
"4387","OL",32
"4388","DO",49
"4389","DS",116
"4390","DM",43
"4391","DM",45
"4392","PF",7
"4393","PE",26
"4394","DM",48
"4395","DS",120
"4396","DM",52
"4397","DM",44
"4398","NA",125
"4399","DM",41
"4400","DM",45
"4401","OL",37
"4402","PE",24
"4403","DO",56
"4404","NA",44
"4405","RM",11
"4406","DS",130
"4407","DM",43
"4408","DM",37
"4409","PE",18
"4410","DS",117
"4411","DM",52
"4412","DS",74
"4413","DM",42
"4414","DM",53
"4415","DM",44
"4416","DS",73
"4417","DM",45
"4418","DS",125
"4419","DO",57
"4420","DM",44
"4421","DS",143
"4422","DM",42
"4423","PF",7
"4424","DS",123
"4425","PF",7
"4426","DS",122
"4427","RM",10
"4428","DS",116
"4429","DM",39
"4430","DS",96
"4431","DS",128
"4432","PF",8
"4433","DM",46
"4434","DM",45
"4435","DS",96
"4436","OT",28
"4437","DS",95
"4438","PP",19
"4439","DS",130
"4440","DS",125
"4441","DS",114
"4442","DM",47
"4443","DS",152
"4444","DM",51
"4445","RM",13
"4446","OT",14
"4447","DM",26
"4448","DM",52
"4449","DM",40
"4450","DS",139
"4451","DM",48
"4452","DM",46
"4453","PF",7
"4454","DM",46
"4455","DS",118
"4456","PF",10
"4457","NA",116
"4458","PP",19
"4459","DS",125
"4460","PF",7
"4461","DO",45
"4462","DS",118
"4463","DS",135
"4464","PF",8
"4465","OT",17
"4466","DS",120
"4467","DM",49
"4468","PF",7
"4469","DM",45
"4470","DM",46
"4471","PP",17
"4472","DM",40
"4473","PP",15
"4474","OT",16
"4475","PF",7
"4476","DO",56
"4477","DM",46
"4478","PM",11
"4479","DS",124
"4480","DO",66
"4481","DS",140
"4482","DS",123
"4483","DS",91
"4484","DO",73
"4485","DS",118
"4486","DM",49
"4487","DM",46
"4488","DS",133
"4489","DM",22
"4490","DM",46
"4491","DS",119
"4492","RM",11
"4493","RM",8
"4494","DM",46
"4495","DM",49
"4496","PE",11
"4497","NA",142
"4498","PE",24
"4499","DM",47
"4500","DM",54
"4501","DS",125
"4502","DM",49
"4503","DM",26
"4504","OT",16
"4505","DO",36
"4506","DM",47
"4507","DM",35
"4508","DS",86
"4509","DM",45
"4510","RM",15
"4511","DO",52
"4512","DM",45
"4513","PE",30
"4514","NA",151
"4515","PE",31
"4516","PP",16
"4517","DS",133
"4518","DS",126
"4519","DS",128
"4520","OT",16
"4521","DS",127
"4522","DS",113
"4523","DM",41
"4524","DS",137
"4525","DS",126
"4526","DM",46
"4527","DM",49
"4528","PP",17
"4529","DS",128
"4530","DO",33
"4531","DO",47
"4532","DS",98
"4533","DS",122
"4534","DM",44
"4535","DS",150
"4536","DS",136
"4537","NA",126
"4538","DM",29
"4539","DM",43
"4540","DM",51
"4541","DS",121
"4542","DS",125
"4543","DM",54
"4544","DS",91
"4545","DM",44
"4546","PF",8
"4547","DS",133
"4548","OT",19
"4549","DO",49
"4550","DS",119
"4551","OL",30
"4552","DO",46
"4553","DS",94
"4554","PP",18
"4555","DS",114
"4556","PF",9
"4557","DS",140
"4558","DO",48
"4559","DM",35
"4560","DS",127
"4561","DM",48
"4562","DO",46
"4563","OT",30
"4564","PF",7
"4565","DM",46
"4566","DS",128
"4567","DM",45
"4568","DO",42
"4569","PP",20
"4570","DS",131
"4571","RM",11
"4572","DM",44
"4573","DO",39
"4574","OT",15
"4575","DM",47
"4576","DM",16
"4577","DM",49
"4578","DM",46
"4579","DS",117
"4580","DM",43
"4581","DO",19
"4582","DO",15
"4583","DM",45
"4584","DO",46
"4585","OT",23
"4586","DM",38
"4587","DS",126
"4588","NA",180
"4589","DM",20
"4590","NA",162
"4591","DM",47
"4592","OT",22
"4593","OT",30
"4594","DS",64
"4595","OT",21
"4596","DS",111
"4597","DO",41
"4598","NA",30
"4599","DO",43
"4600","DM",43
"4601","NA",150
"4602","DS",132
"4603","DS",122
"4604","DS",118
"4605","NA",88
"4606","DS",135
"4607","DS",134
"4608","DM",47
"4609","DO",38
"4610","DS",122
"4611","NA",135
"4612","DS",117
"4613","DM",37
"4614","DM",38
"4615","OT",29
"4616","OT",27
"4617","PP",13
"4618","DM",53
"4619","DM",48
"4620","DS",122
"4621","DM",44
"4622","DM",46
"4623","DM",52
"4624","DM",42
"4625","DM",43
"4626","DO",46
"4627","DO",48
"4628","DS",99
"4629","DM",34
"4630","PF",8
"4631","DO",53
"4632","PP",18
"4633","NA",132
"4634","DS",122
"4635","DM",47
"4636","DM",46
"4637","PP",19
"4638","OT",23
"4639","DS",130
"4640","RM",11
"4641","DM",27
"4642","DM",46
"4643","DO",45
"4644","PP",13
"4645","NA",168
"4646","DM",31
"4647","DM",28
"4648","DM",37
"4649","DS",114
"4650","DS",131
"4651","DM",51
"4652","DM",50
"4653","DM",47
"4654","NA",98
"4655","DO",50
"4656","DO",32
"4657","DM",41
"4658","OT",24
"4659","OT",29
"4660","DM",40
"4661","DM",41
"4662","DS",123
"4663","NA",216
"4664","DM",47
"4665","NA",172
"4666","DM",30
"4667","OT",30
"4668","PF",5
"4669","DM",36
"4670","DS",76
"4671","NA",118
"4672","DO",47
"4673","DM",52
"4674","DO",47
"4675","DS",137
"4676","DM",32
"4677","DS",135
"4678","DM",42
"4679","NA",110
"4680","DM",49
"4681","DO",42
"4682","DM",34
"4683","DM",38
"4684","DM",34
"4685","DS",129
"4686","OT",25
"4687","DM",26
"4688","OT",26
"4689","DS",150
"4690","DM",30
"4691","DS",152
"4692","DM",38
"4693","DS",130
"4694","NA",147
"4695","DM",38
"4696","DS",131
"4697","DM",31
"4698","DS",124
"4699","PP",11
"4700","NA",120
"4701","PP",12
"4702","PF",8
"4703","DM",28
"4704","DO",48
"4705","PF",8
"4706","DS",127
"4707","OT",26
"4708","PF",8
"4709","DM",35
"4710","PP",18
"4711","PP",18
"4712","DM",36
"4713","PF",7
"4714","PF",7
"4715","DM",38
"4716","DM",40
"4717","NA",185
"4718","DM",29
"4719","DS",127
"4720","DM",45
"4721","PP",19
"4722","NA",128
"4723","DO",50
"4724","DS",133
"4725","OT",25
"4726","OT",24
"4727","DM",48
"4728","DM",33
"4729","DO",50
"4730","PP",15
"4731","DM",30
"4732","DM",37
"4733","NA",187
"4734","DS",121
"4735","DM",40
"4736","DM",34
"4737","DM",49
"4738","DM",32
"4739","NA",171
"4740","DS",133
"4741","DS",123
"4742","DM",44
"4743","DM",44
"4744","DO",38
"4745","NA",113
"4746","DO",48
"4747","OT",24
"4748","DM",37
"4749","DS",125
"4750","DM",38
"4751","OT",21
"4752","DS",132
"4753","DM",33
"4754","DM",37
"4755","DM",45
"4756","DM",34
"4757","DS",125
"4758","NA",124
"4759","NA",157
"4760","DO",46
"4761","DM",47
"4762","DM",30
"4763","OT",45
"4764","DS",146
"4765","DM",37
"4766","DM",49
"4767","DM",40
"4768","DO",42
"4769","DS",137
"4770","DM",38
"4771","NA",205
"4772","DM",32
"4773","PF",7
"4774","DM",37
"4775","DM",39
"4776","DS",146
"4777","DM",38
"4778","DS",145
"4779","DS",149
"4780","DM",42
"4781","OT",24
"4782","DS",128
"4783","NA",138
"4784","NA",161
"4785","PP",18
"4786","NA",148
"4787","DM",43
"4788","NA",196
"4789","DS",126
"4790","DS",122
"4791","DM",41
"4792","DM",37
"4793","DS",79
"4794","NA",139
"4795","DS",144
"4796","PF",8
"4797","PP",17
"4798","DO",55
"4799","OL",28
"4800","DO",50
"4801","DS",130
"4802","PF",7
"4803","DS",132
"4804","DS",124
"4805","DO",50
"4806","DS",112
"4807","PP",13
"4808","DS",122
"4809","NA",141
"4810","DM",39
"4811","PF",7
"4812","DS",132
"4813","DO",43
"4814","DO",49
"4815","DM",43
"4816","DM",38
"4817","DM",44
"4818","DO",43
"4819","PF",7
"4820","DS",94
"4821","DM",36
"4822","DO",39
"4823","NA",175
"4824","DS",125
"4825","DS",129
"4826","NA",158
"4827","PP",14
"4828","DO",50
"4829","DO",51
"4830","DM",45
"4831","DM",36
"4832","DO",37
"4833","OT",25
"4834","DM",40
"4835","NA",141
"4836","NA",156
"4837","DM",43
"4838","DS",128
"4839","DM",48
"4840","DO",43
"4841","DM",44
"4842","NA",151
"4843","DO",48
"4844","DM",25
"4845","DM",41
"4846","DS",128
"4847","DM",37
"4848","DM",38
"4849","NA",180
"4850","NA",71
"4851","DM",42
"4852","NA",248
"4853","DS",126
"4854","DM",42
"4855","DO",49
"4856","DS",122
"4857","NA",146
"4858","DM",48
"4859","DM",36
"4860","NA",168
"4861","DS",146
"4862","NA",177
"4863","DM",43
"4864","DS",138
"4865","DS",102
"4866","DM",36
"4867","DS",130
"4868","DM",51
"4869","NA",207
"4870","DM",38
"4871","DM",36
"4872","DS",134
"4873","DM",38
"4874","DS",131
"4875","DM",36
"4876","PP",12
"4877","DS",151
"4878","DS",144
"4879","OT",26
"4880","DM",37
"4881","DS",151
"4882","OT",24
"4883","DS",126
"4884","NA",151
"4885","DS",137
"4886","DO",53
"4887","NA",175
"4888","DM",37
"4889","DS",127
"4890","DO",34
"4891","DM",36
"4892","DS",91
"4893","NA",158
"4894","DM",34
"4895","DS",142
"4896","DS",105
"4897","DO",54
"4898","DO",46
"4899","DS",112
"4900","DM",38
"4901","DS",118
"4902","DO",38
"4903","DS",119
"4904","DM",36
"4905","DS",134
"4906","DS",129
"4907","DO",50
"4908","DO",34
"4909","DM",37
"4910","DS",91
"4911","DM",37
"4912","RM",9
"4913","DM",40
"4914","DS",125
"4915","DO",44
"4916","DM",31
"4917","DM",33
"4918","OT",28
"4919","DS",136
"4920","NA",165
"4921","OT",27
"4922","DO",47
"4923","DM",37
"4924","DM",42
"4925","DM",40
"4926","OT",26
"4927","DM",37
"4928","NA",164
"4929","DS",119
"4930","DS",132
"4931","DM",45
"4932","OL",38
"4933","DM",40
"4934","DO",46
"4935","DM",43
"4936","OT",25
"4937","PF",7
"4938","DM",40
"4939","DM",39
"4940","DM",43
"4941","DM",36
"4942","DS",125
"4943","OT",29
"4944","OT",23
"4945","DO",53
"4946","DS",130
"4947","OL",33
"4948","NA",256
"4949","DO",33
"4950","DM",42
"4951","DO",44
"4952","OT",26
"4953","DS",127
"4954","DM",38
"4955","DM",43
"4956","DS",122
"4957","DS",136
"4958","DO",51
"4959","DM",42
"4960","DS",150
"4961","PF",6
"4962","DS",135
"4963","DM",41
"4964","DS",126
"4965","DS",105
"4966","DM",38
"4967","DM",39
"4968","DM",38
"4969","DM",46
"4970","DO",37
"4971","NA",218
"4972","DM",39
"4973","DO",46
"4974","DM",34
"4975","DM",38
"4976","DM",33
"4977","DM",36
"4978","OL",31
"4979","DS",132
"4980","DM",37
"4981","OT",24
"4982","DS",124
"4983","DM",37
"4984","NA",158
"4985","OT",25
"4986","NA",164
"4987","DM",37
"4988","DS",126
"4989","DS",117
"4990","DM",37
"4991","DS",138
"4992","DM",33
"4993","DS",121
"4994","DO",47
"4995","DO",48
"4996","DO",49
"4997","DS",115
"4998","DM",37
"4999","DM",34
"5000","DS",115
"5001","DO",36
"5002","DS",130
"5003","DS",98
"5004","DS",100
"5005","DM",38
"5006","NA",171
"5007","DS",120
"5008","DM",30
"5009","DS",129
"5010","DM",30
"5011","DM",38
"5012","DS",132
"5013","DO",47
"5014","DO",50
"5015","DO",47
"5016","DO",48
"5017","OL",33
"5018","DO",46
"5019","OT",28
"5020","DO",38
"5021","DM",37
"5022","DM",43
"5023","DM",31
"5024","DM",39
"5025","DS",123
"5026","DS",125
"5027","OT",27
"5028","NA",169
"5029","DS",118
"5030","DS",126
"5031","OT",24
"5032","DM",37
"5033","OL",37
"5034","OL",31
"5035","DM",42
"5036","DS",105
"5037","OT",28
"5038","DM",40
"5039","DO",44
"5040","DM",37
"5041","DM",38
"5042","DM",34
"5043","DS",123
"5044","OT",28
"5045","DM",33
"5046","DO",42
"5047","DS",116
"5048","DM",40
"5049","DM",37
"5050","DS",123
"5051","DO",49
"5052","DM",42
"5053","DS",152
"5054","DM",40
"5055","DM",38
"5056","DS",103
"5057","DM",36
"5058","DS",129
"5059","DS",128
"5060","DM",38
"5061","PF",6
"5062","OT",24
"5063","DM",43
"5064","OL",36
"5065","DM",40
"5066","DO",39
"5067","OL",30
"5068","DO",47
"5069","DO",49
"5070","DM",33
"5071","DM",40
"5072","DS",101
"5073","DM",39
"5074","NA",150
"5075","DM",37
"5076","DM",34
"5077","DM",37
"5078","DM",37
"5079","DS",123
"5080","DS",112
"5081","DM",37
"5082","DM",37
"5083","DM",46
"5084","DM",40
"5085","DM",33
"5086","NA",178
"5087","PE",21
"5088","DS",135
"5089","OT",28
"5090","DS",114
"5091","DO",50
"5092","DM",36
"5093","OT",20
"5094","DS",110
"5095","DO",53
"5096","DM",36
"5097","OT",27
"5098","DS",115
"5099","DS",132
"5100","DM",37
"5101","DO",43
"5102","DS",129
"5103","DS",96
"5104","DS",94
"5105","DM",41
"5106","NA",162
"5107","OT",24
"5108","OT",22
"5109","DS",119
"5110","DM",31
"5111","DO",43
"5112","DM",32
"5113","DS",127
"5114","OT",23
"5115","NA",170
"5116","OL",34
"5117","RM",7
"5118","OT",24
"5119","DO",47
"5120","DM",36
"5121","DO",48
"5122","DM",38
"5123","DS",133
"5124","DM",37
"5125","DS",129
"5126","DM",45
"5127","OL",46
"5128","DM",44
"5129","OL",32
"5130","OT",28
"5131","DS",124
"5132","DO",48
"5133","DM",37
"5134","DS",130
"5135","NA",176
"5136","OL",34
"5137","DM",33
"5138","DO",53
"5139","DS",121
"5140","DM",32
"5141","DM",38
"5142","DM",36
"5143","OT",25
"5144","DM",45
"5145","DS",119
"5146","DM",44
"5147","NA",172
"5148","DS",145
"5149","DM",37
"5150","DS",130
"5151","DM",38
"5152","DM",38
"5153","DS",108
"5154","DM",36
"5155","DM",43
"5156","OL",30
"5157","OL",33
"5158","DO",40
"5159","DS",100
"5160","DM",37
"5161","DS",120
"5162","DO",46
"5163","DM",36
"5164","DM",34
"5165","DM",45
"5166","DM",43
"5167","DM",38
"5168","DS",122
"5169","DM",40
"5170","DM",48
"5171","DM",46
"5172","DM",40
"5173","DM",33
"5174","DM",45
"5175","DO",52
"5176","DS",135
"5177","OL",33
"5178","DS",116
"5179","DO",51
"5180","DM",38
"5181","DO",49
"5182","DO",53
"5183","OL",34
"5184","DM",39
"5185","DM",37
"5186","DO",44
"5187","DM",37
"5188","DS",122
"5189","DS",96
"5190","DM",41
"5191","DO",46
"5192","DM",33
"5193","OL",32
"5194","DM",33
"5195","DS",122
"5196","DM",37
"5197","RM",10
"5198","OT",21
"5199","OT",20
"5200","DM",37
"5201","DO",49
"5202","DS",132
"5203","DM",37
"5204","DS",144
"5205","DS",141
"5206","DM",46
"5207","DM",42
"5208","OL",28
"5209","DM",40
"5210","DO",48
"5211","DM",38
"5212","RM",7
"5213","DS",113
"5214","DM",41
"5215","DM",42
"5216","DM",39
"5217","DM",41
"5218","DS",116
"5219","DS",140
"5220","DS",119
"5221","OT",25
"5222","DM",36
"5223","DS",107
"5224","DS",124
"5225","DM",49
"5226","DM",46
"5227","NA",182
"5228","DM",44
"5229","DS",101
"5230","DM",43
"5231","DM",38
"5232","DM",38
"5233","DS",138
"5234","DM",40
"5235","DS",136
"5236","DM",50
"5237","DM",40
"5238","DS",115
"5239","DO",52
"5240","DO",52
"5241","DS",125
"5242","DM",43
"5243","PP",11
"5244","DO",56
"5245","DO",48
"5246","DS",136
"5247","OL",41
"5248","DS",128
"5249","DM",42
"5250","RM",11
"5251","DM",40
"5252","DS",136
"5253","DM",44
"5254","DO",48
"5255","DS",141
"5256","DS",138
"5257","OL",43
"5258","DO",54
"5259","DM",52
"5260","DM",46
"5261","DM",47
"5262","DO",51
"5263","DO",54
"5264","DS",126
"5265","DM",41
"5266","DM",40
"5267","DS",131
"5268","DS",128
"5269","DM",41
"5270","DM",44
"5271","DM",36
"5272","DS",118
"5273","DM",39
"5274","DM",38
"5275","OT",23
"5276","DM",44
"5277","DS",122
"5278","DS",133
"5279","DM",51
"5280","DM",42
"5281","DM",47
"5282","DM",43
"5283","DM",41
"5284","NA",157
"5285","DM",42
"5286","DS",127
"5287","DS",125
"5288","DM",43
"5289","DO",63
"5290","DO",56
"5291","DS",109
"5292","DO",52
"5293","PP",13
"5294","DS",128
"5295","DM",49
"5296","OL",36
"5297","DS",127
"5298","DM",42
"5299","OT",33
"5300","PM",24
"5301","DO",48
"5302","DM",42
"5303","DS",135
"5304","RM",9
"5305","DS",134
"5306","DM",44
"5307","NA",95
"5308","RM",11
"5309","DM",47
"5310","DS",121
"5311","DM",51
"5312","NA",58
"5313","DS",130
"5314","DM",49
"5315","DM",45
"5316","DS",138
"5317","DM",40
"5318","DS",128
"5319","PM",21
"5320","DS",130
"5321","DM",58
"5322","DS",114
"5323","DS",115
"5324","OL",32
"5325","NA",134
"5326","DM",43
"5327","DM",44
"5328","NA",125
"5329","OL",28
"5330","DS",121
"5331","DM",33
"5332","DM",45
"5333","DM",29
"5334","DM",44
"5335","DM",26
"5336","PF",7
"5337","PE",26
"5338","DO",56
"5339","DO",49
"5340","PP",18
"5341","DO",55
"5342","DM",43
"5343","DM",29
"5344","DM",29
"5345","DO",28
"5346","DM",49
"5347","DM",32
"5348","OT",15
"5349","NA",129
"5350","OT",21
"5351","DM",24
"5352","DM",24
"5353","DM",44
"5354","OL",18
"5355","DO",43
"5356","OL",36
"5357","DM",43
"5358","NA",98
"5359","DM",42
"5360","PE",18
"5361","DM",50
"5362","NA",130
"5363","DO",49
"5364","DM",44
"5365","DO",24
"5366","NA",94
"5367","DM",20
"5368","OT",29
"5369","DS",119
"5370","DS",117
"5371","DM",41
"5372","DM",44
"5373","NA",130
"5374","DM",37
"5375","DM",38
"5376","DM",45
"5377","DM",46
"5378","DM",19
"5379","DM",27
"5380","PP",15
"5381","PE",26
"5382","DM",42
"5383","PE",20
"5384","DO",57
"5385","DO",59
"5386","PP",10
"5387","DO",20
"5388","DM",38
"5389","DO",51
"5390","DO",57
"5391","OL",19
"5392","OL",26
"5393","NA",118
"5394","DM",50
"5395","DM",38
"5396","DM",35
"5397","DM",33
"5398","NA",126
"5399","DM",40
"5400","OL",29
"5401","DM",46
"5402","NA",216
"5403","DM",38
"5404","DO",45
"5405","DM",47
"5406","DM",43
"5407","OT",19
"5408","DM",31
"5409","DM",36
"5410","OT",23
"5411","OT",24
"5412","DM",33
"5413","DM",45
"5414","NA",116
"5415","DM",33
"5416","OL",28
"5417","DS",115
"5418","OL",30
"5419","DM",42
"5420","DM",39
"5421","DM",39
"5422","DS",132
"5423","DM",46
"5424","DM",32
"5425","DS",121
"5426","PM",13
"5427","NA",166
"5428","PE",25
"5429","DO",52
"5430","DM",43
"5431","PP",16
"5432","PP",9
"5433","OT",23
"5434","DM",43
"5435","NA",140
"5436","DO",54
"5437","DM",39
"5438","OT",23
"5439","DM",39
"5440","DM",49
"5441","OT",18
"5442","NA",132
"5443","OL",28
"5444","DM",43
"5445","DM",32
"5446","OT",22
"5447","DM",46
"5448","DS",123
"5449","PP",17
"5450","OL",26
"5451","PP",15
"5452","OL",38
"5453","NA",139
"5454","DO",48
"5455","DM",41
"5456","DM",42
"5457","DM",39
"5458","NA",93
"5459","RM",12
"5460","OT",23
"5461","NA",105
"5462","DM",47
"5463","RM",11
"5464","DM",35
"5465","DM",46
"5466","OT",22
"5467","NA",118
"5468","DM",43
"5469","DM",37
"5470","NA",151
"5471","DO",36
"5472","DM",45
"5473","DM",33
"5474","OL",35
"5475","DO",55
"5476","OL",35
"5477","DO",54
"5478","DO",52
"5479","DM",45
"5480","DM",45
"5481","NA",131
"5482","DM",40
"5483","DM",43
"5484","OT",12
"5485","PE",22
"5486","NA",135
"5487","OT",12
"5488","OT",26
"5489","DM",41
"5490","DM",44
"5491","DM",37
"5492","DM",45
"5493","PH",31
"5494","DM",42
"5495","NA",108
"5496","DM",43
